title,year,runtime,genre,rating,director,writer,actorPrimaryName
Shooter,2022,143,Action,6.9,Tru Makers,Gurpreet Bhullar,Jeeva
Shooter,2022,143,Action,6.9,Tru Makers,Gurpreet Bhullar,Sonpreet Jawanda
Miracle in Cell No. 7,2022,145,Comedy,7.7,Hanung Bramantyo,Alim Sudio,Denny Sumargo
Miracle in Cell No. 7,2022,145,Comedy,7.7,Hanung Bramantyo,Alim Sudio,Otig Pakis
Miracle in Cell No. 7,2022,145,Comedy,7.7,Hanung Bramantyo,Alim Sudio,Indro Warkop
Miracle in Cell No. 7,2022,145,Comedy,7.7,Hanung Bramantyo,Alim Sudio,Bryan Domani
Miracle in Cell No. 7,2022,145,Comedy,7.7,Hanung Bramantyo,Alim Sudio,Bryan Domani
Miracle in Cell No. 7,2022,145,Comedy,7.7,Hanung Bramantyo,Alim Sudio,Tora Sudiro
Miracle in Cell No. 7,2022,145,Comedy,7.7,Hanung Bramantyo,Alim Sudio,Rigen Rakelna
Miracle in Cell No. 7,2022,145,Comedy,7.7,Hanung Bramantyo,Alim Sudio,Vino G. Bastian
Miracle in Cell No. 7,2022,145,Comedy,7.7,Hanung Bramantyo,Alim Sudio,Indra Jegel
Rebirth: Voice of Silence,2022,85,Drama,8.4,Ilija Pavlov,Ilija Pavlov,Ilija Pavlov
The Creator,2023,133,Action,6.8,Gareth Edwards,Gareth Edwards,Ken Watanabe
The Creator,2023,133,Action,6.8,Gareth Edwards,Gareth Edwards,Amar Chadha-Patel
The Creator,2023,133,Action,6.8,Gareth Edwards,Gareth Edwards,Amar Chadha-Patel
The Creator,2023,133,Action,6.8,Gareth Edwards,Gareth Edwards,Amar Chadha-Patel
The Creator,2023,133,Action,6.8,Gareth Edwards,Gareth Edwards,Sturgill Simpson
The Creator,2023,133,Action,6.8,Gareth Edwards,Gareth Edwards,John David Washington
The Creator,2023,133,Action,6.8,Gareth Edwards,Gareth Edwards,Robbie Tann
The Creator,2023,133,Action,6.8,Gareth Edwards,Gareth Edwards,Ralph Ineson
The Creator,2023,133,Action,6.8,Gareth Edwards,Gareth Edwards,Marc Menchaca
Jije,2022,91,Horror,2.3,Dusty Brown,C.P. Allen,John L. Armijo
Jije,2022,91,Horror,2.3,Dusty Brown,C.P. Allen,Dusty Brown
Jije,2022,91,Horror,2.3,Dusty Brown,C.P. Allen,Gary Wayne Loper
Jije,2022,91,Horror,2.3,Dusty Brown,C.P. Allen,John Esperance
Jije,2022,91,Horror,2.3,Dusty Brown,C.P. Allen,William E. Harris
Jije,2022,91,Horror,2.3,Dusty Brown,C.P. Allen,Kyle DiMaggio
Jije,2022,91,Horror,2.3,Dusty Brown,C.P. Allen,Paul Tuger
Jije,2022,91,Horror,2.3,Dusty Brown,C.P. Allen,Eduardo Aldape
Ladki: Enter the Girl Dragon,2022,122,Action,3.8,Jing Liu,Ram Gopal Varma,Prateek Parmar
Ladki: Enter the Girl Dragon,2022,122,Action,3.8,Jing Liu,Ram Gopal Varma,Rajpal Naurang Yadav
Ladki: Enter the Girl Dragon,2022,122,Action,3.8,Jing Liu,Ram Gopal Varma,Tianlong Shi
Ladki: Enter the Girl Dragon,2022,122,Action,3.8,Jing Liu,Ram Gopal Varma,Malhottra Shivam
Ladki: Enter the Girl Dragon,2022,122,Action,3.8,Jing Liu,Ram Gopal Varma,Abhimanyu Singh
Karnan Napoleon Bhagat Singh,2022,126,Thriller,7.7,Sarath G. Mohan,Sarath G. Mohan,Indrans
Karnan Napoleon Bhagat Singh,2022,126,Thriller,7.7,Sarath G. Mohan,Sarath G. Mohan,Bijukuttan
Karnan Napoleon Bhagat Singh,2022,126,Thriller,7.7,Sarath G. Mohan,Sarath G. Mohan,Dheeraj Denny
Karnan Napoleon Bhagat Singh,2022,126,Thriller,7.7,Sarath G. Mohan,Sarath G. Mohan,Nandhu
Karnan Napoleon Bhagat Singh,2022,126,Thriller,7.7,Sarath G. Mohan,Sarath G. Mohan,Eldho Mathew
Karnan Napoleon Bhagat Singh,2022,126,Thriller,7.7,Sarath G. Mohan,Sarath G. Mohan,Karthik Vishnu
Karnan Napoleon Bhagat Singh,2022,126,Thriller,7.7,Sarath G. Mohan,Sarath G. Mohan,Aneesh Gopal
Karnan Napoleon Bhagat Singh,2022,126,Thriller,7.7,Sarath G. Mohan,Sarath G. Mohan,Althaf Salim
Karnan Napoleon Bhagat Singh,2022,126,Thriller,7.7,Sarath G. Mohan,Sarath G. Mohan,Rony David
Karnan Napoleon Bhagat Singh,2022,126,Thriller,7.7,Sarath G. Mohan,Sarath G. Mohan,Binu Adimali
Save the Cinema,2022,109,Comedy,6.5,Sara Sugarman,Piers Ashworth,Jonathan Pryce
Save the Cinema,2022,109,Comedy,6.5,Sara Sugarman,Piers Ashworth,Saul Sugarman
Save the Cinema,2022,109,Comedy,6.5,Sara Sugarman,Piers Ashworth,Mitchell Zhangazha
Save the Cinema,2022,109,Comedy,6.5,Sara Sugarman,Piers Ashworth,Maya Millard
Save the Cinema,2022,109,Comedy,6.5,Sara Sugarman,Piers Ashworth,Harry Luke
Save the Cinema,2022,109,Comedy,6.5,Sara Sugarman,Piers Ashworth,Owain Yeoman
Save the Cinema,2022,109,Comedy,6.5,Sara Sugarman,Piers Ashworth,Krrish Patel
Once Upon a Time in Karachi,2023,120,Action,6.1,Abu Aleeha,Abu Aleeha,Adnan Shah
Once Upon a Time in Karachi,2023,120,Action,6.1,Abu Aleeha,Abu Aleeha,Mohsin Abbas Haider
Once Upon a Time in Karachi,2023,120,Action,6.1,Abu Aleeha,Abu Aleeha,Marhoom Ahmad Bilal
Rumba Therapy,2022,102,Comedy,6.2,Franck Dubosc,Franck Dubosc,Franck Dubosc
Rumba Therapy,2022,102,Comedy,6.2,Franck Dubosc,Franck Dubosc,Michel Houellebecq
Rumba Therapy,2022,102,Comedy,6.2,Franck Dubosc,Franck Dubosc,Jean-Pierre Darroussin
Rumba Therapy,2022,102,Comedy,6.2,Franck Dubosc,Franck Dubosc,Constantin Vidal
King Lahiri,2022,\N,Comedy,7.8,Christopher Picone,Robert Dibella,Joseph R. Gannascoli
King Lahiri,2022,\N,Comedy,7.8,Christopher Picone,Robert Dibella,Thomas J. O'Brien
King Lahiri,2022,\N,Comedy,7.8,Christopher Picone,Robert Dibella,Nimo Gandhi
King Lahiri,2022,\N,Comedy,7.8,Christopher Picone,Robert Dibella,Ronnel Ricardo Parham
King Lahiri,2022,\N,Comedy,7.8,Christopher Picone,Robert Dibella,Danish Farooqui
King Lahiri,2022,\N,Comedy,7.8,Christopher Picone,Robert Dibella,Gabriel Awan
A Christmas Prayer,2022,\N,Drama,8.1,Aaron L. Williams,Skye Dennis,Chad L. Coleman
A Christmas Prayer,2022,\N,Drama,8.1,Aaron L. Williams,Skye Dennis,Antwan Mills
A Christmas Prayer,2022,\N,Drama,8.1,Aaron L. Williams,Skye Dennis,Javen Lewis
A Christmas Prayer,2022,\N,Drama,8.1,Aaron L. Williams,Skye Dennis,Aaron Quick Nelson
A Christmas Prayer,2022,\N,Drama,8.1,Aaron L. Williams,Skye Dennis,Stevie Baggs Jr.
A Christmas Prayer,2022,\N,Drama,8.1,Aaron L. Williams,Skye Dennis,Rick Perez
"Labor, Lies and Murder",2022,85,Thriller,5.4,Ryan Dewar,Clark Phillips-Janssen,Rowan Vickers
"Labor, Lies and Murder",2022,85,Thriller,5.4,Ryan Dewar,Clark Phillips-Janssen,Poppy George
"Labor, Lies and Murder",2022,85,Thriller,5.4,Ryan Dewar,Clark Phillips-Janssen,Grae Minors
"Labor, Lies and Murder",2022,85,Thriller,5.4,Ryan Dewar,Clark Phillips-Janssen,Jason Burkey
The Obscured,2022,75,Thriller,4.2,Dianna Ippolito,Dianna Ippolito,Nicholas Talone
The Obscured,2022,75,Thriller,4.2,Dianna Ippolito,Dianna Ippolito,Mark Simich
The Obscured,2022,75,Thriller,4.2,Dianna Ippolito,Dianna Ippolito,Paul E. Zeidman
The Obscured,2022,75,Thriller,4.2,Dianna Ippolito,Dianna Ippolito,Keny Smith
The Obscured,2022,75,Thriller,4.2,Dianna Ippolito,Dianna Ippolito,Nicholas Anderson
Love N Quarantine,2022,\N,Comedy,8.2,David J. Espinosa,David J. Espinosa,Craig Ahrens
Love N Quarantine,2022,\N,Comedy,8.2,David J. Espinosa,David J. Espinosa,NJ Brown
Love N Quarantine,2022,\N,Comedy,8.2,David J. Espinosa,David J. Espinosa,Jerry Gonzales
Love N Quarantine,2022,\N,Comedy,8.2,David J. Espinosa,David J. Espinosa,Jonathan E. Moore
Love N Quarantine,2022,\N,Comedy,8.2,David J. Espinosa,David J. Espinosa,Jim Last
