title,year,runtime,genre,rating,director,writer,actorPrimaryName
The Surgeon of the Rusty Knife,2022,108,Drama,7.2,Gustavo Fernández,John G. Fuller,James Faulkner
The Surgeon of the Rusty Knife,2022,108,Drama,7.2,Gustavo Fernández,John G. Fuller,Aldo Bueno
The Surgeon of the Rusty Knife,2022,108,Drama,7.2,Gustavo Fernández,John G. Fuller,Ravel Cabral
The Surgeon of the Rusty Knife,2022,108,Drama,7.2,Gustavo Fernández,John G. Fuller,Carlos Meceni
The Surgeon of the Rusty Knife,2022,108,Drama,7.2,Gustavo Fernández,John G. Fuller,Carlos Meceni
The Surgeon of the Rusty Knife,2022,108,Drama,7.2,Gustavo Fernández,John G. Fuller,Marco Ricca
The Surgeon of the Rusty Knife,2022,108,Drama,7.2,Gustavo Fernández,John G. Fuller,Marcos Caruso
The Surgeon of the Rusty Knife,2022,108,Drama,7.2,Gustavo Fernández,John G. Fuller,Alexandre Borges
The Surgeon of the Rusty Knife,2022,108,Drama,7.2,Gustavo Fernández,John G. Fuller,Cássio Gabus Mendes
The Surgeon of the Rusty Knife,2022,108,Drama,7.2,Gustavo Fernández,John G. Fuller,Danton Mello
Heartland of Darkness,2022,102,Horror,5.6,Eric Swelstad,Eric Swelstad,Lee Page
Heartland of Darkness,2022,102,Horror,5.6,Eric Swelstad,Eric Swelstad,Nick Baldasare
Heartland of Darkness,2022,102,Horror,5.6,Eric Swelstad,Eric Swelstad,John Dunleavy
Heartland of Darkness,2022,102,Horror,5.6,Eric Swelstad,Eric Swelstad,Sharon Klopfenstein
Heartland of Darkness,2022,102,Horror,5.6,Eric Swelstad,Eric Swelstad,Elmo Smalley
Heartland of Darkness,2022,102,Horror,5.6,Eric Swelstad,Eric Swelstad,Ray Beach
Heartland of Darkness,2022,102,Horror,5.6,Eric Swelstad,Eric Swelstad,Dino Tripodis
Verano No Miente,2023,120,Comedy,6.0,Ernesto Santisteban,Ernesto Santisteban,Fredy Peña
Verano No Miente,2023,120,Comedy,6.0,Ernesto Santisteban,Ernesto Santisteban,Bruno Rampón
Verano No Miente,2023,120,Comedy,6.0,Ernesto Santisteban,Ernesto Santisteban,Freddy Campos
Verano No Miente,2023,120,Comedy,6.0,Ernesto Santisteban,Ernesto Santisteban,Nando Romero
Verano No Miente,2023,120,Comedy,6.0,Ernesto Santisteban,Ernesto Santisteban,Juan Carlos Rey de Castro
Dr. Saville's Horror Show,2022,\N,Horror,4.9,Kevin R. Phipps,Craig W. Chenery,Jedediah Jones
Dr. Saville's Horror Show,2022,\N,Horror,4.9,Kevin R. Phipps,Craig W. Chenery,Allen Valor
Dr. Saville's Horror Show,2022,\N,Horror,4.9,Kevin R. Phipps,Craig W. Chenery,Michael Hanelin
Dr. Saville's Horror Show,2022,\N,Horror,4.9,Kevin R. Phipps,Craig W. Chenery,Kirk Levingar
Kingslayer,2022,97,Action,4.0,Stuart Brennan,Stuart Brennan,John Rhys-Davies
Kingslayer,2022,97,Action,4.0,Stuart Brennan,Stuart Brennan,Stuart Brennan
