movie_id,movie_name,year,genre,description,director,director_id,star,star_id
tt0048990,Pursuit of the Graf Spee,1956,action,"In the first major naval battle of World War II, the British Navy must find and destroy a powerful German warship.","Michael Powell, 
Emeric Pressburger",/name/nm0003836/,"John Gregson, 
Anthony Quayle, 
Peter Finch, 
Ian Hunter","/name/nm0696247/,/name/nm0339992/,/name/nm0703033/,/name/nm0002075/,/name/nm0402842/"
tt1274586,Dying of the Light,2014,action,"When a devastating illness threatens to end Evan Lake's career in the C.I.A., he goes rogue to hunt down a terrorist who tortured him during a mission gone awry years ago.",Paul Schrader,/name/nm0001707/,"Nicolas Cage, 
Anton Yelchin, 
Alexander Karim, 
Irène Jacob","/name/nm0000115/,/name/nm0947338/,/name/nm0992562/,/name/nm0001393/"
tt0860906,Evangelion: 2.0 You Can (Not) Advance,2009,action,"Under constant attack by Angels, NERV introduces two new pilots: the mysterious Makinami Mari Illustrous and the intense Asuka Langley Shikinami. Parallel to the incursion, Gendo Ikari and ...                See full summary »","Masayuki, 
Kazuya Tsurumaki, 
Hideaki Anno, 
Joe Fria",/name/nm0556094/,"Kotono Mitsuishi, 
Megumi Ogata, 
Megumi Hayashibara, 
Yûko Miyamura","/name/nm0875453/,/name/nm0030417/,/name/nm1002694/,/name/nm0594074/,/name/nm0644527/,/name/nm0370677/,/name/nm0594436/"
tt1326972,Red Cliff II,2009,action,Second and final part of epic tale about a legendary battle that changed the course of China history.,John Woo,/name/nm0000247/,"Tony Chiu-Wai Leung, 
Takeshi Kaneshiro, 
Fengyi Zhang, 
Chang Chen","/name/nm0504897/,/name/nm0437580/,/name/nm0955342/,/name/nm0151654/"
tt1925479,Officer Down,2013,action,"When a cop's crooked past comes back to get him, can he do the right thing, or will he succumb to the threats of his dangerous connections?",Brian A. Miller,/name/nm2357819/,"Stephen Dorff, 
Stephen Lang, 
David Boreanaz, 
James Woods","/name/nm0001151/,/name/nm0002332/,/name/nm0004770/,/name/nm0000249/"
tt0006206,Les vampires,1915,action,An intrepid reporter and his loyal friend battle a bizarre secret society of criminals known as The Vampires.,Louis Feuillade,/name/nm0275421/,"Musidora, 
Édouard Mathé, 
Marcel Lévesque, 
Jean Aymé","/name/nm0615736/,/name/nm0559013/,/name/nm0529695/,/name/nm0043923/"
tt0106204,Aankhen,1993,action,Two good-for-nothing brothers are embroiled in a conspiracy involving a political assassination and try their best to save the country.,David Dhawan,/name/nm0223522/,"Govinda, 
Chunky Pandey, 
Raj Babbar, 
Kader Khan","/name/nm0332871/,/name/nm0659233/,/name/nm0044796/,/name/nm0434318/"
tt4209550,Jackpot,IV,action,"\"Four guys win a jackpot over a million dollars, but when it comes to dividing it up, things get bloody. Based on the 2011 Norwegian film, \"\"Jackpot\"\".\"",Will Gluck,/name/nm0323239/,"Mila Kunis, 
Bryan Cranston, 
Jennifer Garner","/name/nm0005109/,/name/nm0186505/,/name/nm0004950/"
tt0059244,The Great Sioux Massacre,1965,action,"A somewhat different take on Custer's motivation that changed him from a defender of Native-American rights into a politically-driven, headline-seeker chastiser of the Sioux during the 1870s.",Sidney Salkow,/name/nm0758508/,"Joseph Cotten, 
Darren McGavin, 
Philip Carey, 
Julie Sommars","/name/nm0001072/,/name/nm0569000/,/name/nm0137023/,/name/nm0813940/"
tt6012244,All the Devil's Men,2018,action,"A battle-scarred War on Terror bounty hunter is forced to go to London on a manhunt for a disavowed CIA operative, which leads him into a deadly running battle with a former military comrade and his private army.",Matthew Hope,/name/nm0394024/,"Sylvia Hoeks, 
Gbenga Akinnagbe, 
Joseph Millson, 
Elliot Cowan","/name/nm1679778/,/name/nm1782153/,/name/nm0590243/,/name/nm1259002/"
tt9625664,Trauma Center,2019,action,"Alone and trapped in a locked-down hospital, an injured young woman must escape a pair of vicious killers who are after the only piece of evidence that can implicate them in a grisly murder, the bullet in her leg.",Matt Eskandari,/name/nm1760759/,"Nicky Whelan, 
Bruce Willis, 
Tito Ortiz, 
Texas Battle","/name/nm1764351/,/name/nm0000246/,/name/nm0651274/,/name/nm1564024/"
tt0297162,Half Past Dead,2002,action,A man goes undercover in a hi-tech prison to find information to help prosecute those who killed his wife. While there he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.,Don Michael Paul,/name/nm0666806/,"Morris Chestnut, 
Steven Seagal, 
Matt Battaglia, 
Ja Rule","/name/nm0004820/,/name/nm0000219/,/name/nm0061307/,/name/nm0750019/"
tt0106393,Best of the Best II,1993,action,"The Colosseum is the fighting arena owned by the champion Bracus. Now after the death of their friend, Tommy Lee and Alex Grady want revenge.",Robert Radler,/name/nm0705675/,"Eric Roberts, 
Phillip Rhee, 
Chris Penn, 
Edan Gross","/name/nm0000616/,/name/nm0722221/,/name/nm0001606/,/name/nm0343361/"
tt11375842,Crow,2022,action,"\"One Halloween night, a Detroit man wades through a brutal odyssey of his memories and dreams, searching for the men who left him to die in the trunk of a car. A fan film dedicated to the cult series \"\"The Crow\"\" by James O'Barr.\"",Matt Szakal,/name/nm8519255/,"Justin Mane, 
Callie Bussell, 
Robert Laenen, 
Dan Pesta","/name/nm9065325/,/name/nm5318801/,/name/nm3714658/,/name/nm3252081/"
tt9877170,Malang,2020,action,"Advait visits Goa where he meets Sara, a free-spirited girl who lives life unshackled. Opposites attract and all goes well until life turns upside down. Years later, Advait is on a killing spree with cops Aghase and Michael in his way.",Mohit Suri,/name/nm1887138/,"Aditya Roy Kapoor, 
Anil Kapoor, 
Disha Patani, 
Kunal Kemmu","/name/nm3169069/,/name/nm0438463/,/name/nm7796669/,/name/nm0447240/"
tt0097579,An Innocent Man,1989,action,"A man is framed by two corrupt cops for drugs. After he gets out of prison, he comes after them.",Peter Yates,/name/nm0946811/,"Tom Selleck, 
F. Murray Abraham, 
Laila Robins, 
David Rasche","/name/nm0000633/,/name/nm0000719/,/name/nm0732309/,/name/nm0711058/"
tt0098097,Pink Cadillac,1989,action,"Skip tracer Tommy looks for bail-jumper Lou Ann. Her crime is marrying Roy, who left counterfeit money in their mobile home and got her arrested. She leaves Roy in his pink Cadillac full of money. His psycho friends want their money back.",Buddy Van Horn,/name/nm0887174/,"Clint Eastwood, 
Bernadette Peters, 
Timothy Carhart, 
Tiffany Gail Robinson","/name/nm0000142/,/name/nm0001613/,/name/nm0137114/,/name/nm0733145/"
tt8239736,Flight 666,2018,action,Passengers and crew on a flight are attacked by unseen forces that threaten all aboard.,Rob Pallatina,/name/nm3973341/,"Liz Fenning, 
Jose Rosete, 
Joseph Michael Harris, 
Greg Furman","/name/nm3336072/,/name/nm1352774/,/name/nm3344179/,/name/nm3981168/"
tt5742568,Day of Reckoning,2016,action,"Fifteen years ago evil creatures from the underworld plagued the Earth with the intent of eliminating mankind. Dubbed the Day of Reckoning by survivors of the hellish holocaust, warriors of mankind again must battle the forces of darkness.",Joel Novoa,/name/nm1629105/,"Jackson Hurst, 
Heather McComb, 
Jay Jay Warren, 
Hana Hayes","/name/nm1938755/,/name/nm0566187/,/name/nm4487395/,/name/nm4153468/"
tt9168164,Gunfight at Dry River,2021,action,"The US-Mexican border in 1888. In Dry River, a desert town debilitated by drought, a promise of gold will bring hope, love, and death in equal measure.",Daniel Simpson,/name/nm0800951/,"Charlie Creed-Miles, 
Michael Moriarty, 
Ann Mitchell, 
Isabella Walker","/name/nm0187224/,/name/nm0605363/,/name/nm0593129/,/name/nm10823969/"
tt12810902,The Moderator,2022,action,"After the murder of her two Scandinavian friends in Morocco, a Russian blogger decides to do her own justice.",Zhor Fassi-Fihri,/name/nm11780162/,"Robert Knepper, 
Gary Dourdan, 
Sabine Crossen, 
Irma Lake","/name/nm0460694/,/name/nm0235427/,/name/nm1644336/,/name/nm11780163/"
tt0078975,Circle of Iron,1978,action,"A young martial artist embarks on an adventure, encountering other martial artists in battle until one day he meets an aging blind man who will show him the true meaning of martial arts and life.",Richard Moore,/name/nm0601785/,"David Carradine, 
Jeff Cooper, 
Christopher Lee, 
Roddy McDowall","/name/nm0001016/,/name/nm0178139/,/name/nm0000489/,/name/nm0001522/"
tt13022984,Khuda Haafiz Chapter 2 Agni Pariksha,2022,action,"Sameer and Nargis, after overcoming all odds, find a ray of sunshine when little Nandini enters their lives and their family is complete; But their happiness is short-lived. In a bizarre twist of fate, Nandini goes missing.",Faruk Kabir,/name/nm2366197/,"Vidyut Jammwal, 
Shivaleeka Oberoi, 
Dibyendu Bhattacharya, 
Sheeba Chaddha","/name/nm4651098/,/name/nm6189519/,/name/nm0080349/,/name/nm0149441/"
tt0077278,Buck Rogers in the 25th Century,1979,action,A 20th century astronaut emerges out of 500 years of suspended animation into a future time where Earth is threatened by alien invaders.,Daniel Haller,/name/nm0356396/,"Gil Gerard, 
Erin Gray, 
Pamela Hensley, 
Henry Silva","/name/nm0001266/,/name/nm0001292/,/name/nm0002135/,/name/nm0798328/"
tt1368116,Merantau,2009,action,A young man from the countryside uses his skills in silat martial arts to survive the slave trade.,Gareth Evans,/name/nm2153088/,"Iko Uwais, 
Sisca Jessica, 
Christine Hakim, 
Mads Koudal","/name/nm3299397/,/name/nm3299394/,/name/nm0354604/,/name/nm1324959/"
tt3029556,Rurouni Kenshin: The Legend Ends,2014,action,"Shishio has set sail in his ironclad ship to bring down the Meiji government and return Japan to chaos, carrying Kaoru with him. In order to stop him in time, Kenshin trains with his old master to learn his final technique.",Keishi Otomo,/name/nm3311094/,"Takeru Satoh, 
Tatsuya Fujiwara, 
Emi Takei, 
Munetaka Aoki","/name/nm2615398/,/name/nm0297885/,/name/nm3191754/,/name/nm1328568/"
tt2477218,Field of Lost Shoes,2015,action,A group of teenage cadets sheltered from war at the Virginia Military Institute must confront the horrors of an adult world when they are called upon to defend the Shenandoah Valley.,Sean McNamara,/name/nm0573732/,"Michael Krebs, 
Jake Lawson, 
Sean Marquette, 
David Arquette","/name/nm3188545/,/name/nm2743448/,/name/nm0549826/,/name/nm0000274/"
tt13269670,Nezha Reborn,2021,action,"A normal young deliveryman Li Yunxiang, though coming from the slum area, is living a satisfying life but when the arrogant wealthy son of Boss beats him down, his deep anger turns into a blast of Truth Fire.",Ji Zhao,/name/nm4368529/,"Nicole Fong, 
Victoria Grace, 
Jason Ko, 
Dashiell McGaha-Schletter","/name/nm4354950/,/name/nm3979780/,/name/nm3419526/,/name/nm6678171/"
tt4294052,Attack on Titan Part 2,2015,action,A young boy name Eren Jaeger has to use his gift to know about the mystery of the Titans.,Shinji Higuchi,/name/nm0383688/,"Haruma Miura, 
Hiroki Hasegawa, 
Kanata Hongô, 
Kiko Mizuhara","/name/nm2067218/,/name/nm4056296/,/name/nm1959800/,/name/nm3460467/"
tt8178992,Amazon Hot Box,2018,action,"An innocent college student is tossed into a jungle hellhole where she must fight for her life against an evil wardress, psycho inmates, voodoo experiments and the incredible torture machine.",James Bickert,/name/nm0081023/,"Ellie Church, 
Tristan Risk, 
Kelsey Carlisle, 
Jett Bryant","/name/nm3748536/,/name/nm2021381/,/name/nm6219464/,/name/nm4485227/"
tt0920458,Flame & Citron,2008,action,A drama centered on two fighters in the Holger Danske World War II resistance group.,Ole Christian Madsen,/name/nm0535234/,"Thure Lindhardt, 
Mads Mikkelsen, 
Stine Stengade, 
Peter Mygind","/name/nm0511892/,/name/nm0586568/,/name/nm0826565/,/name/nm0616910/"
tt17677492,The Violence Action,2022,action,A young girl leads a double life as an assassin for hire.,Tôichirô Rutô,/name/nm5193241/,"Kanna Hashimoto, 
Yôsuke Sugino, 
Fumika Baba, 
Win Morisaki","/name/nm4388136/,/name/nm8365413/,/name/nm6311645/,/name/nm3359104/"
tt9082020,Cold Blood,2019,action,"A hit-man lives isolated in a cabin at the edge of a lake. One day, an injured woman arrives in front of his house. To save her, he could well risk his own life.",Frédéric Petitjean,/name/nm2167460/,"Jean Reno, 
Sarah Lind, 
Joe Anderson, 
David Gyasi","/name/nm0000606/,/name/nm0511264/,/name/nm1725848/,/name/nm1408543/"
tt2865120,Ratchet & Clank,2016,action,"When the galaxy comes under the threat of a nefarious space captain, a mechanic and his newfound robot ally join an elite squad of combatants to save the universe.","Kevin Munroe, 
Jericca Cleland",/name/nm1083489/,"James Arnold Taylor, 
David Kaye, 
Jim Ward, 
Sylvester Stallone","/name/nm0165995/,/name/nm0852517/,/name/nm0443286/,/name/nm0911589/,/name/nm0000230/"
tt0068168,Across 110th Street,1972,action,Two New York City cops go after amateur crooks who are trying to rip off the Mafia and start a gang war.,Barry Shear,/name/nm0790395/,"Anthony Quinn, 
Yaphet Kotto, 
Anthony Franciosa, 
Frank Adu","/name/nm0000063/,/name/nm0001433/,/name/nm0290047/,/name/nm0012524/"
tt0031088,Beau Geste,1939,action,Three adopted English brothers join the French Foreign Legion in North Africa after one of them steals their adoptive family's famous heirloom sapphire.,William A. Wellman,/name/nm0920074/,"Gary Cooper, 
Ray Milland, 
Robert Preston, 
Brian Donlevy","/name/nm0000011/,/name/nm0001537/,/name/nm0696481/,/name/nm0002046/"
tt12015102,Vikrant Rona,2022,action,"Almost half a century ago, a remote village in the middle of a tropical rainforest starts witnessing a series of unexplainable events which they attribute to the supernatural.",Anup Bhandari,/name/nm4093647/,"Sudeep, 
Nirup Bhandari, 
Neetha Ashok, 
Jacqueline Fernandez","/name/nm1679372/,/name/nm7111158/,/name/nm11838055/,/name/nm2596365/"
tt0073697,"'Sheba, Baby'",1975,action,"A Chicago private detective returns back home to Louisville, Kentucky, to help her father fight mobsters.",William Girdler,/name/nm0320852/,"Pam Grier, 
Austin Stoker, 
D'Urville Martin, 
Rudy Challenger","/name/nm0000427/,/name/nm0831288/,/name/nm0552121/,/name/nm0149975/"
tt5559528,Maanagaram,2017,action,Four youngsters arrive in a big city and their lives become interlinked.,Lokesh Kanagaraj,/name/nm7992231/,"Sundeep Kishan, 
Sri, 
Regina Cassandra, 
Charlie","/name/nm3807965/,/name/nm5036793/,/name/nm5294556/,/name/nm1706602/"
tt3404158,The Suspect,2013,action,"Betrayed and on the run, a North Korean agent tries to uncover the volatile secrets hidden inside the eyeglasses of a dead man.",Shin-yeon Won,/name/nm2008414/,"Gong Yoo, 
Hee-soon Park, 
Song Boo-gun, 
Jong-ryol Choi","/name/nm1508003/,/name/nm1775551/,/name/nm12448083/,/name/nm1322499/"
tt0385988,Red Riding Hood,2006,action,"Grandma is babysitting her two grandkids. The girl wants to go out, but grandma asks them to hear a story first. The kids accept if they can change aspects of the story such as replacing the wolf with a werewolf. Is there a catch?",Randal Kleiser,/name/nm0459170/,"Lainie Kazan, 
Henry Cavill, 
Morgan Thompson, 
Sam Oz Stone","/name/nm0443577/,/name/nm0147147/,/name/nm1483732/,/name/nm1157948/"
tt0068718,The Hot Rock,1972,action,Dortmunder and his pals plan to steal a huge diamond from a museum. But this turns out to be only the first time they have to steal it...,Peter Yates,/name/nm0946811/,"Robert Redford, 
George Segal, 
Ron Leibman, 
Paul Sand","/name/nm0000602/,/name/nm0001719/,/name/nm0500038/,/name/nm0761190/"
tt0104897,Mo' Money,1992,action,A petty crook stalks a cute girl into an office building and is taken for a job applicant. Conning gets him the job. It's in the mail room of new credit cards. 2 superiors are worse crooks.,Peter MacDonald,/name/nm0003423/,"Damon Wayans, 
Stacey Dash, 
Marlon Wayans, 
Joe Santos","/name/nm0001834/,/name/nm0001107/,/name/nm0005541/,/name/nm0764134/"
tt5282006,The Duelist,2016,action,"In the times of Imperial Russia, a former military man of honor makes his own way in life participating in the deadly fights for other people as professional duelist.",Aleksey Mizgiryov,/name/nm2462311/,"Pyotr Fyodorov, 
Vladimir Mashkov, 
Yuliya Khlynina, 
Yuri Kolokolnikov","/name/nm1215228/,/name/nm0556343/,/name/nm6118851/,/name/nm0464305/"
tt0088757,Avenging Angel,1985,action,"Molly, former prostitute, has managed to leave her street life with help from Lt. Andrews. She studies law and leads a normal life. When Andrews is killed by a brutal gang, she returns to the streets as Angel to find his killers.",Robert Vincent O'Neil,/name/nm0642057/,"Betsy Russell, 
Rory Calhoun, 
Susan Tyrrell, 
Ossie Davis","/name/nm0751018/,/name/nm0001983/,/name/nm0879073/,/name/nm0001115/"
tt0109688,Ashes of Time,1994,action,A broken-hearted hit man moves to the desert where he finds skilled swordsmen to carry out his contract killings.,Kar-Wai Wong,/name/nm0939182/,"Brigitte Lin, 
Maggie Cheung, 
Leslie Cheung, 
Tony Chiu-Wai Leung","/name/nm0510857/,/name/nm0001041/,/name/nm0002000/,/name/nm0504897/"
tt1935302,Monsters: Dark Continent,2014,action,Monsters' reign continues to spread throughout the Earth.,Tom Green,/name/nm3407375/,"Johnny Harris, 
Sam Keeley, 
Joe Dempsie, 
Sofia Boutella","/name/nm0364890/,/name/nm4187130/,/name/nm1478079/,/name/nm1154749/"
tt0118647,The Assignment,1997,action,"An American naval officer is recruited for an operation to eliminate his lookalike, the infamous terrorist Carlos The Jackal.",Christian Duguay,/name/nm0240995/,"Aidan Quinn, 
Donald Sutherland, 
Ben Kingsley, 
Claudia Ferri","/name/nm0001644/,/name/nm0000661/,/name/nm0001426/,/name/nm0274750/"
tt18357588,Fast & Feel Love,2022,action,"When a world champion of sport stacking is dumped by his long-time girlfriend, he has to learn basic adulting skills in order to live alone and take care of himself.",Nawapol Thamrongrattanarit,/name/nm3849565/,"Nat Kitcharit, 
Urassaya Sperbund, 
Anusara Korsamphan, 
Kanokwan Butrachart","/name/nm9988815/,/name/nm8744091/,/name/nm13444755/,/name/nm13444756/"
tt1742179,Starbright,2023,action,"A young orphan escapes the realities of her life by fantasizing about, and then entering, a fairy tale world.",Francesco Lucente,/name/nm0524442/,"John Rhys-Davies, 
Elisabeth Röhm, 
Ted Levine, 
Diego Boneta","/name/nm0722636/,/name/nm0737533/,/name/nm0505971/,/name/nm1546300/"
tt0091060,Flodder,1986,action,"A rather a-social family, gets a chance to live in an upper-class neighborhood. As they are not accepted by the snobs living there, they get in all sorts of trouble.",Dick Maas,/name/nm0530975/,"Nelly Frijda, 
Huub Stapel, 
René van 't Hof, 
Tatjana Simic","/name/nm0295747/,/name/nm0822868/,/name/nm0388640/,/name/nm0799513/"
tt12372438,The Hit,2022,action,Features a bromance with a killer twist.,Reggie Currelley,/name/nm1553485/,"Reggie Currelley, 
Alexandre Chen, 
Hana Wu, 
Marcus Folmar","/name/nm1553485/,/name/nm0155150/,/name/nm8726026/,/name/nm1304856/"
tt11151916,Avarice,2022,action,A gifted archer must rescue her husband and daughter after they are abducted during a vicious home invasion.,John V. Soto,/name/nm2644574/,"Gillian Alexy, 
Luke Ford, 
Nick Atkinson, 
Ryan Panizza","/name/nm0019015/,/name/nm1047329/,/name/nm0040780/,/name/nm6232759/"
tt0180748,In China They Eat Dogs,1999,action,"Two brothers, one cold and ruthless, the other sensitive and reluctant, and their brutal misadventures.",Lasse Spang Olsen,/name/nm0647718/,"Kim Bodnia, 
Dejan Cukic, 
Nikolaj Lie Kaas, 
Tomas Villum Jensen","/name/nm0091035/,/name/nm0191318/,/name/nm0509263/,/name/nm0421716/"
tt0066767,The Anderson Tapes,1971,action,"After Duke Anderson is released from prison after ten years for taking the rap for a scion of a Mafia family, he cashes in a debt of honor with the mob to bankroll a caper.",Sidney Lumet,/name/nm0001486/,"Sean Connery, 
Dyan Cannon, 
Martin Balsam, 
Ralph Meeker","/name/nm0000125/,/name/nm0001007/,/name/nm0000842/,/name/nm0576127/"
tt10550884,The Divine Fury,2019,action,An MMA fighter helps an exorcist fight evil.,Joo-hwan Kim,/name/nm8460699/,"Park Seo-joon, 
Sung-Ki Ahn, 
Woo Do-Hwan, 
Eun-hyung Jo","/name/nm6124994/,/name/nm0014227/,/name/nm7927575/,/name/nm8621197/"
tt0105619,The Heroic Trio,1993,action,"While one tough woman with an invisible robe has stolen 18 babies for her powerful master, two other tough women and the cops try to stop her.",Johnnie To,/name/nm0864775/,"Michelle Yeoh, 
Anita Mui, 
Maggie Cheung, 
Damian Lau","/name/nm0000706/,/name/nm0611315/,/name/nm0001041/,/name/nm0490521/"
tt0080934,The Island,1980,action,A journalist takes his son with him to investigate pirate activity off the coast of Florida. But he gets stranded on a mysterious island--where he might not be alone.,Michael Ritchie,/name/nm0006916/,"Michael Caine, 
David Warner, 
Angela Punch McGregor, 
Frank Middlemass","/name/nm0000323/,/name/nm0001831/,/name/nm0700574/,/name/nm0585460/"
tt0496375,Prisoners of the Sun,2013,action,"A multinational expedition discovers a lost city beneath a pyramid, where they must stop the reawakened gods of ancient Egypt from initiating the Apocalypse.",Roger Christian,/name/nm0002337/,"John Rhys-Davies, 
David Charvet, 
Carmen Chaplin, 
Emily Holmes","/name/nm0722636/,/name/nm0001039/,/name/nm0152231/,/name/nm0391820/"
tt8618118,The Plagues of Breslau,2018,action,Every day at 6 pm a serial killer kills a different person. Police officer Helena Rus decides to find the killer by researching about 18th century history of the city.,Patryk Vega,/name/nm1899656/,"Malgorzata Kozuchowska, 
Daria Widawska, 
Katarzyna Bujakiewicz, 
Andrzej Grabowski","/name/nm0469021/,/name/nm1994571/,/name/nm1171731/,/name/nm0333275/"
tt0091604,Naked Vengeance,1985,action,A beautiful woman seeks revenge for tragedy forced upon her family.,Cirio H. Santiago,/name/nm0379391/,"Deborah Tranelli, 
Kaz Garas, 
Bill McLaughlin, 
Ed Crick","/name/nm0870956/,/name/nm0304842/,/name/nm0572279/,/name/nm0187790/"
tt0094033,Steel Dawn,1987,action,"In a post-apocalyptic world, a warrior wandering through the desert comes upon a group of settlers who are being menaced by the leader of a murderous gang who's after the water they control.",Lance Hool,/name/nm0393678/,"Patrick Swayze, 
Lisa Niemi, 
Anthony Zerbe, 
Christopher Neame","/name/nm0000664/,/name/nm0001568/,/name/nm0001875/,/name/nm0623762/"
tt0444182,Days of Glory,2006,action,"During WWII, four North African men enlist in the French army to liberate that country from German oppression, and to fight French discrimination.",Rachid Bouchareb,/name/nm0098953/,"Samy Naceri, 
Roschdy Zem, 
Sami Bouajila, 
Jamel Debbouze","/name/nm0618651/,/name/nm0954704/,/name/nm0098793/,/name/nm0213354/"
tt0052415,The Young Lions,1958,action,"The lives of three young men, a German and two Americans, during WWII.",Edward Dmytryk,/name/nm0229424/,"Marlon Brando, 
Montgomery Clift, 
Dean Martin, 
Hope Lange","/name/nm0000008/,/name/nm0001050/,/name/nm0001509/,/name/nm0486136/"
tt0093483,Malone,1987,action,An ex-C.I.A. hit man running from his past finds just how difficult it is to retire when he runs across a small town controlled by mercenaries and a family that's resisting their control.,Harley Cokeliss,/name/nm0170113/,"Burt Reynolds, 
Cliff Robertson, 
Kenneth McMillan, 
Cynthia Gibb","/name/nm0000608/,/name/nm0731772/,/name/nm0573299/,/name/nm0001269/"
tt13454228,Every Last One of Them,2021,action,"A man looking for his missing daughter, but his search uncovers a larger conspiracy involving a Chinatown-derail big capitalism deal over water rights.",Christian Sesma,/name/nm2341319/,"Paul Sloan, 
Jake Weber, 
Taryn Manning, 
Richard Dreyfuss","/name/nm0806002/,/name/nm0916617/,/name/nm0543383/,/name/nm0000377/"
tt0093164,Heat,1986,action,"Las Vegas is the backdrop for all the torrid action of heat, as Burt Reynolds plays the soft-hearted bodyguard who's out to protect his friends.","Dick Richards, 
Jerry Jameson",/name/nm0724059/,"Burt Reynolds, 
Karen Young, 
Peter MacNicol, 
Howard Hesseman","/name/nm0417054/,/name/nm0000608/,/name/nm0949744/,/name/nm0001493/,/name/nm0381606/"
tt0478024,Kill Zone,2005,action,"A near retired inspector and his unit are willing to put down a crime boss at all costs while dealing with his replacement, who is getting in their way. Meanwhile, the crime boss sends his top henchmen to put an end to their dirty schemes.",Wilson Yip,/name/nm0948159/,"Donnie Yen, 
Simon Yam, 
Sammo Kam-Bo Hung, 
Jing Wu","/name/nm0947447/,/name/nm0945189/,/name/nm0005033/,/name/nm0943104/"
tt0076804,Telefon,1977,action,A Russian officer is sent to the U.S. to try and stop sleeper agents who will mindlessly attack government entities when they hear certain coded words.,Don Siegel,/name/nm0796923/,"Charles Bronson, 
Lee Remick, 
Donald Pleasence, 
Tyne Daly","/name/nm0000314/,/name/nm0001665/,/name/nm0000587/,/name/nm0002033/"
tt0099720,Guns,1990,action,"After a failed assassination attempt on her partner, DEA agent Donna Hamilton discovers that the crime lord responsible for her father's death is coming after her and her associates.",Andy Sidaris,/name/nm0796477/,"Erik Estrada, 
Dona Speir, 
Roberta Vasquez, 
Bruce Penhall","/name/nm0261805/,/name/nm0817635/,/name/nm0890726/,/name/nm0671855/"
tt1097013,Next Day Air,2009,action,"Two inept criminals are mistakenly delivered a package of cocaine and think they've hit the jackpot, triggering a series of events that changes 10 people's lives forever.",Benny Boom,/name/nm1534600/,"Yasiin Bey, 
Mike Epps, 
Donald Faison, 
Wood Harris","/name/nm0080049/,/name/nm0258402/,/name/nm0265668/,/name/nm0365445/"
tt0401233,Appleseed,2004,action,"In a utopian society created at the end of the third world war, a female warrior who has been plucked from the badlands begins to see cracks in this new facade. And what does this community have planned for the rest of humankind?",Shinji Aramaki,/name/nm0032925/,"Ai Kobayashi, 
Jûrôta Kosugi, 
Yuki Matsuoka, 
Mami Koyama","/name/nm0461981/,/name/nm0467558/,/name/nm1124112/,/name/nm0468708/"
tt14140954,Mission Possible,2021,action,"A trainee Chinese spy mistakes a buffoonish private detective for her contact. Together, they seek to uncover a South Korean gun-smuggling ring.",Kim Hyeong-joo,/name/nm12359884/,"Kim Young-kwang, 
Sun-Bin Lee, 
Dae-hwan Oh, 
Seo Hyeon Cheol","/name/nm3609055/,/name/nm8575756/,/name/nm3333611/,/name/nm5900684/"
tt0075294,Swashbuckler,1976,action,A pirate and a hot-tempered noblewoman join forces to protect Jamaica from a tyrant.,James Goldstone,/name/nm0326360/,"Robert Shaw, 
James Earl Jones, 
Peter Boyle, 
Geneviève Bujold","/name/nm0001727/,/name/nm0000469/,/name/nm0001967/,/name/nm0000991/"
tt1395054,Once Upon a Time in Mumbaai,2010,action,"As a smuggler rises to power in in 1970s Mumbai, a younger gangster seeks to overthrow him and a police officer is caught in the middle.",Milan Luthria,/name/nm0527453/,"Ajay Devgn, 
Emraan Hashmi, 
Kangana Ranaut, 
Prachi Desai","/name/nm0222426/,/name/nm1431656/,/name/nm2144007/,/name/nm2278458/"
tt21426434,Shark Side of the Moon,2022,action,"Decades ago, the USSR developed unkillable sharks and launched them to the moon. Today, a team of American astronauts will endure the fight of their lives.","Glenn Campbell, 
Tammy Klein",/name/nm0132485/,"Maxi Witrak, 
Ego Mikitas, 
Tania Fox, 
Michael Marcel","/name/nm2090620/,/name/nm6391421/,/name/nm3658494/,/name/nm7728167/,/name/nm3591652/"
tt3742284,NH 10,2015,action,"On their way to a weekend retreat, a married couple find their dream vacation turn into a nightmare when they cross paths with a dangerous gang.",Navdeep Singh,/name/nm2480204/,"Anushka Sharma, 
Neil Bhoopalam, 
Darshan Kumaar, 
Deepti Naval","/name/nm3087728/,/name/nm2161624/,/name/nm1069587/,/name/nm0622732/"
tt10648440,Exit,2019,action,"A rock climber tries to save the day when a mysterious white gas envelops an entire district in Seoul, South Korea.",Lee Sang-geun,/name/nm3083166/,"Jo Jung-Suk, 
Im Yoon-ah, 
Du-shim Ko, 
In-hwan Park","/name/nm4983186/,/name/nm4226964/,/name/nm1085809/,/name/nm0661845/"
tt0091027,Eye of the Tiger,1986,action,"Returning home from prison, a Vietnam War veteran sets out to clean up his hometown which has come under the control of a violent motorcycle gang.",Richard C. Sarafian,/name/nm0764781/,"Gary Busey, 
Yaphet Kotto, 
Seymour Cassel, 
Bert Remsen","/name/nm0000997/,/name/nm0001433/,/name/nm0001025/,/name/nm0719037/"
