movie_id,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $)
tt5635026,Peter Pan & Wendy,2023,PG,106 min,romance,"",Live-action adaptation of J.M. Barrie's classic tale of a boy who wouldn't grow up and recruits three young siblings in London to join him on a magical adventure to the enchanted Neverland island.,David Lowery,/name/nm1108007/,"Alexander Molony, 
Ever Anderson, 
Joshua Pickering, 
Jacobi Jupe","/name/nm9898029/,/name/nm8349839/,/name/nm11018369/,/name/nm12408604/","",""
tt3915174,Puss in Boots: The Last Wish,2022,PG,102 min,romance,7.9,"When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish.","Joel Crawford, 
Januel Mercado",/name/nm3150455/,"Antonio Banderas, 
Salma Hayek, 
Harvey Guillén, 
Florence Pugh","/name/nm2591093/,/name/nm0000104/,/name/nm0000161/,/name/nm2957490/,/name/nm6073955/",93203.0,168464485.0
tt12823454,Your Place or Mine,2023,PG-13,109 min,romance,5.6,Two long-distance best friends change each other's lives when she decides to pursue a lifelong dream and he volunteers to keep an eye on her teenage son.,Aline Brosh McKenna,/name/nm0112459/,"Reese Witherspoon, 
Ashton Kutcher, 
Zoe Chao, 
Jesse Williams","/name/nm0000702/,/name/nm0005110/,/name/nm3856316/,/name/nm0930898/",26216.0,""
tt5971474,The Little Mermaid,2023,PG,"",romance,"","A young mermaid makes a deal with a sea witch, to trade her beautiful voice for human legs so she can discover the world above water and impress a prince.",Rob Marshall,/name/nm0551128/,"Halle Bailey, 
Jonah Hauer-King, 
Melissa McCarthy, 
Javier Bardem","/name/nm1782991/,/name/nm5999355/,/name/nm0565250/,/name/nm0000849/","",""
tt15333984,Somebody I Used to Know,2023,R,106 min,romance,5.7,"On a trip to her hometown, workaholic Ally reminisces with her ex Sean and starts to question everything about the person she's become. Things only get more confusing when she meets Cassidy, who reminds her of the person she used to be.",Dave Franco,/name/nm2002649/,"Alison Brie, 
Jay Ellis, 
Kiersey Clemons, 
Danny Pudi","/name/nm1555340/,/name/nm1337350/,/name/nm4169922/,/name/nm2209821/",4807.0,""
tt0120338,Titanic,1997,PG-13,194 min,romance,7.9,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",James Cameron,/name/nm0000116/,"Leonardo DiCaprio, 
Kate Winslet, 
Billy Zane, 
Kathy Bates","/name/nm0000138/,/name/nm0000701/,/name/nm0000708/,/name/nm0000870/",1202799.0,659325379.0
tt6718170,The Super Mario Bros. Movie,2023,PG,92 min,romance,"",The story of The Super Mario Bros. on their journey through the Mushroom Kingdom,"Aaron Horvath, 
Michael Jelenic",/name/nm1739338/,"Chris Pratt, 
Anya Taylor-Joy, 
Charlie Day, 
Jack Black","/name/nm2398585/,/name/nm0695435/,/name/nm5896355/,/name/nm0206359/,/name/nm0085312/","",""
tt14826022,You People,2023,R,117 min,romance,5.5,"Follows a new couple and their families, who find themselves examining modern love and family dynamics amidst clashing cultures, societal expectations and generational differences.",Kenya Barris,/name/nm1244069/,"Jonah Hill, 
Lauren London, 
Eddie Murphy, 
Julia Louis-Dreyfus","/name/nm1706767/,/name/nm1988575/,/name/nm0000552/,/name/nm0000506/",50494.0,""
tt14402146,Empire of Light,2022,R,115 min,romance,6.6,"A drama about the power of human connection during turbulent times, set in an English coastal town in the early 1980s.",Sam Mendes,/name/nm0005222/,"Olivia Colman, 
Micheal Ward, 
Colin Firth, 
Toby Jones","/name/nm1469236/,/name/nm7906702/,/name/nm0000147/,/name/nm0429363/",11642.0,""
tt14596320,Spin Me Round,2022,Unrated,104 min,romance,5.2,"\"A woman wins an all-expenses-paid trip to a company's gorgeous \"\"institute\"\" outside of Florence","and also the chance to meet the restaurant chain's wealthy and charismatic owner. She finds a different adventure than the one she imagined.\"",Jeff Baena,/name/nm1337885/,"Alison Brie, 
Jake Picking, 
Stella Chestnut, 
