movie_id,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $)
tt15791034,Barbarian,2022,R,102 min,thriller,7.0,A woman staying at an Airbnb discovers that the house she has rented is not what it seems.,Zach Cregger,/name/nm1199107/,"Georgina Campbell, 
Bill Skarsgård, 
Justin Long, 
Matthew Patrick Davis","/name/nm3569284/,/name/nm0803889/,/name/nm0519043/,/name/nm1830723/",131276.0,""
tt10855768,Missing,2023,PG-13,111 min,thriller,7.3,"After her mother goes missing, a young woman tries to find her from home, using tools available to her online.","Nicholas D. Johnson, 
Will Merrick",/name/nm4946908/,"Tim Griffin, 
Ava Zaria Lee, 
Nia Long, 
Kimberly Cheng","/name/nm4148345/,/name/nm0341377/,/name/nm13877751/,/name/nm0000505/,/name/nm7901417/",3704.0,""
tt10731256,Don't Worry Darling,2022,R,123 min,thriller,6.2,A 1950s housewife living with her husband in a utopian experimental community begins to worry that his glamorous company could be hiding disturbing secrets.,Olivia Wilde,/name/nm1312575/,"Florence Pugh, 
Harry Styles, 
Chris Pine, 
Olivia Wilde","/name/nm6073955/,/name/nm4089170/,/name/nm1517976/,/name/nm1312575/",102067.0,""
tt7985704,Operation Fortune: Ruse de guerre,2023,R,114 min,thriller,6.7,Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,Guy Ritchie,/name/nm0005363/,"Jason Statham, 
Aubrey Plaza, 
Cary Elwes, 
Hugh Grant","/name/nm0005458/,/name/nm2201555/,/name/nm0000144/,/name/nm0000424/",10785.0,""
tt10233718,Vadh,2022,"",110 min,thriller,7.1,"After their son moves to USA, a middle-class married couple is relentlessly harassed by a loan shark.","Jaspal Singh Sandhu, 
Rajeev Barnwal",/name/nm8012613/,"Sanjay Mishra, 
Neena Gupta, 
Manav Vij, 
Saurabh Sachdeva","/name/nm2426355/,/name/nm0592799/,/name/nm0348481/,/name/nm2435847/,/name/nm8485910/",2704.0,""
tt8041270,Jurassic World: Dominion,2022,PG-13,147 min,thriller,5.6,"Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.",Colin Trevorrow,/name/nm1119880/,"Chris Pratt, 
Bryce Dallas Howard, 
Laura Dern, 
Sam Neill","/name/nm0695435/,/name/nm0397171/,/name/nm0000368/,/name/nm0000554/",171780.0,""
tt11976532,Vengeance,2022,R,107 min,thriller,6.8,A writer from New York City attempts to solve the murder of a girl he hooked up with and travels down south to investigate the circumstances of her death and discover what happened to her.,B.J. Novak,/name/nm1145983/,"B.J. Novak, 
Boyd Holbrook, 
Lio Tipton, 
Ashton Kutcher","/name/nm1145983/,/name/nm2933542/,/name/nm3006818/,/name/nm0005110/",23193.0,""
tt15474916,Smile,2022,R,115 min,thriller,6.6,"After witnessing a bizarre, traumatic incident involving a patient, a psychiatrist becomes increasingly convinced she is being threatened by an uncanny entity.",Parker Finn,/name/nm6475689/,"Sosie Bacon, 
Jessie T. Usher, 
Kyle Gallner, 
Robin Weigert","/name/nm1788739/,/name/nm1900772/,/name/nm0973177/,/name/nm0917848/",103422.0,""
tt1392170,The Hunger Games,2012,PG-13,142 min,thriller,7.2,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,Gary Ross,/name/nm0002657/,"Jennifer Lawrence, 
Josh Hutcherson, 
Liam Hemsworth, 
Stanley Tucci","/name/nm2225369/,/name/nm1242688/,/name/nm2955013/,/name/nm0001804/",927499.0,408010692.0
tt11138512,The Northman,2022,R,137 min,thriller,7.1,A young Viking prince is on a quest to avenge his father's murder.,Robert Eggers,/name/nm3211470/,"Alexander Skarsgård, 
Nicole Kidman, 
Claes Bang, 
Ethan Hawke","/name/nm0002907/,/name/nm0000173/,/name/nm0051903/,/name/nm0000160/",217036.0,""
tt15325794,Fall,2022,PG-13,107 min,thriller,6.4,"Best friends Becky and Hunter find themselves at the top of a 2,000-foot radio tower.",Scott Mann,/name/nm1470993/,"Grace Caroline Currey, 
Virginia Gardner, 
Mason Gooding, 
Jeffrey Dean Morgan","/name/nm1534201/,/name/nm4722966/,/name/nm2864252/,/name/nm0604742/",56472.0,""
tt10954984,Nope,2022,R,130 min,thriller,6.9,The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.,Jordan Peele,/name/nm1443502/,"Daniel Kaluuya, 
Keke Palmer, 
Brandon Perea, 
Michael Wincott","/name/nm2257207/,/name/nm1551130/,/name/nm5155952/,/name/nm0000699/",200040.0,""
tt11291274,The Unbearable Weight of Massive Talent,2022,R,107 min,thriller,7.0,"In this action-packed comedy, Nicolas Cage plays Nick Cage, channeling his iconic characters as he's caught between a superfan (Pedro Pascal) and a CIA agent (Tiffany Haddish).",Tom Gormican,/name/nm3230448/,"Nicolas Cage, 
Pedro Pascal, 
Tiffany Haddish, 
Sharon Horgan","/name/nm0000115/,/name/nm0050959/,/name/nm1840504/,/name/nm1279721/",97887.0,""
tt4873118,The Covenant,2023,R,"",thriller,"","Follows Sergeant John, who on his last tour of duty in Afghanistan is teamed with local interpreter Ahmed, who risks his own life to carry an injured John across miles of grueling terrain to safety.",Guy Ritchie,/name/nm0005363/,"Jake Gyllenhaal, 
Alexander Ludwig, 
Antony Starr, 
Jonny Lee Miller","/name/nm0350453/,/name/nm1573253/,/name/nm1102278/,/name/nm0001538/","",""
tt14121726,Jeepers Creepers: Reborn,2022,R,88 min,thriller,2.5,"Forced to travel with her boyfriend, Laine begins to experience premonitions associated with the urban myth of The Creeper. She believes that something supernatural has been summoned - and that she is at the center of it all.",Timo Vuorensola,/name/nm1993322/,"Sydney Craven, 
Imran Adams, 
Jarreau Benjamin, 
Peter Brooke","/name/nm7373540/,/name/nm10458635/,/name/nm5119075/,/name/nm0111730/",9806.0,""
tt11245972,Scream,2022,R,114 min,thriller,6.3,"25 years after a streak of brutal murders shocked the quiet town of Woodsboro, Calif., a new killer dons the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town's deadly past.","Matt Bettinelli-Olpin, 
Tyler Gillett",/name/nm2366012/,"Melissa Barrera, 
Neve Campbell, 
Courteney Cox, 
David Arquette","/name/nm2419470/,/name/nm4574440/,/name/nm0000117/,/name/nm0001073/,/name/nm0000274/",119827.0,""
tt15829724,The Locksmith,2023,"",92 min,thriller,4.6,"A thief fresh out of prison, tries to work his way back into the life of his daughter and ex-fiancé. Determined, he is forced to use the skills he has as a gifted locksmith. Things take a tumultuous turn after an unexpected disappearance.",Nicolas Harvard,/name/nm1189187/,"Kate Bosworth, 
Ryan Phillippe, 
Jeffrey Nordling, 
Ving Rhames","/name/nm0098378/,/name/nm0000202/,/name/nm0635139/,/name/nm0000609/",577.0,""
tt0468569,The Dark Knight,2008,PG-13,152 min,thriller,9.0,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",Christopher Nolan,/name/nm0634240/,"Christian Bale, 
Heath Ledger, 
Aaron Eckhart, 
Michael Caine","/name/nm0000288/,/name/nm0005132/,/name/nm0001173/,/name/nm0000323/",2675531.0,534858444.0
tt1375666,Inception,2010,PG-13,148 min,thriller,8.8,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",Christopher Nolan,/name/nm0634240/,"Leonardo DiCaprio, 
Joseph Gordon-Levitt, 
Elliot Page, 
Ken Watanabe","/name/nm0000138/,/name/nm0330687/,/name/nm0680983/,/name/nm0913822/",2373682.0,292576195.0
tt0947798,Black Swan,2010,R,108 min,thriller,8.0,"\"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's \"\"Swan Lake\"\".\"",Darren Aronofsky,/name/nm0004716/,"Natalie Portman, 
Mila Kunis, 
Vincent Cassel, 
Winona Ryder","/name/nm0000204/,/name/nm0005109/,/name/nm0001993/,/name/nm0000213/",776577.0,106954678.0
tt10366206,John Wick: Chapter 4,2023,"",169 min,thriller,"","John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",Chad Stahelski,/name/nm0821432/,"Keanu Reeves, 
Donnie Yen, 
Bill Skarsgård, 
Laurence Fishburne","/name/nm0000206/,/name/nm0947447/,/name/nm0803889/,/name/nm0000401/","",""
tt10954652,Old,2021,PG-13,108 min,thriller,5.8,"A vacationing family discovers that the secluded beach where they're relaxing for a few hours is somehow causing them to age rapidly, reducing their entire lives into a single day.",M. Night Shyamalan,/name/nm0796117/,"Gael García Bernal, 
Vicky Krieps, 
Rufus Sewell, 
Alex Wolff","/name/nm0305558/,/name/nm3043279/,/name/nm0001722/,/name/nm1842974/",125475.0,""
tt8772262,Midsommar,2019,R,148 min,thriller,7.1,A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,Ari Aster,/name/nm4170048/,"Florence Pugh, 
Jack Reynor, 
Vilhelm Blomgren, 
William Jackson Harper","/name/nm6073955/,/name/nm2930503/,/name/nm9859585/,/name/nm2860379/",335439.0,27331977.0
tt12477480,Decision to Leave,2022,"",139 min,thriller,7.3,A detective investigating a man's death in the mountains meets the dead man's mysterious wife in the course of his dogged sleuthing.,Park Chan-wook,/name/nm0661791/,"Park Hae-il, 
Tang Wei, 
Lee Jung-hyun, 
Go Kyung-Pyo","/name/nm1310960/,/name/nm2325018/,/name/nm0497630/,/name/nm5963347/",33015.0,""
tt12261776,65,2023,"","",thriller,"",An astronaut crash lands on a mysterious planet only to discover he's not alone.,"Scott Beck, 
Bryan Woods",/name/nm1399714/,"Adam Driver, 
Ariana Greenblatt, 
Chloe Coleman, 
Nika King","/name/nm1456816/,/name/nm3485845/,/name/nm7567556/,/name/nm5668548/,/name/nm1519739/","",""
tt13614388,Little Dixie,2023,R,105 min,thriller,4.8,"Doc facilitates a fragile truce between the Governor and Cartel, trading prosecutorial leniency for finance. With no more truce, Doc is left to fend for himself and protect the one untainted thing in his life: his daughter, Little Dixie.",John Swab,/name/nm6461537/,"Frank Grillo, 
Annabeth Gish, 
Eric Dane, 
Mercedes Mason","/name/nm0342029/,/name/nm0001272/,/name/nm0199312/,/name/nm1997689/",356.0,""
tt7144666,The Black Phone,2021,R,103 min,thriller,6.9,"After being abducted by a child killer and locked in a soundproof basement, a 13-year-old boy starts receiving calls on a disconnected phone from the killer's previous victims.",Scott Derrickson,/name/nm0220600/,"Mason Thames, 
Madeleine McGraw, 
Ethan Hawke, 
Jeremy Davies","/name/nm9296746/,/name/nm6421259/,/name/nm0000160/,/name/nm0001111/",151936.0,90123230.0
tt15600222,An Action Hero,2022,"",130 min,thriller,7.2,"Youth Icon. Superstar. Action Hero. At the age of just 30, Maanav was at the peak of his career when he got caught up in an accident while filming in Haryana. Maanav, who was once a household name, is now living in hiding.",Anirudh Iyer,/name/nm5518137/,"Ayushmann Khurrana, 
Jaideep Ahlawat, 
Neeraj Madhav, 
Gautam Joglekar","/name/nm4731677/,/name/nm4188433/,/name/nm6697626/,/name/nm1194981/",24628.0,""
tt3427252,The Boogeyman,2023,PG-13,"",thriller,"",Adaptation of Stephen King's 'The Boogeyman'.,Rob Savage,/name/nm3699074/,"Chris Messina, 
Sophie Thatcher, 
David Dastmalchian, 
Marin Ireland","/name/nm0582149/,/name/nm7393303/,/name/nm2810287/,/name/nm1677477/","",""
