movie_id,movie_name,genre,description,director,actor1,actor2,actor3
tt5537002,Killers of the Flower Moon,crime,Members of the Osage tribe in the United States are murdered under mysterious circumstances in the 1920s sparking a major F.B.I. investigation involving J. Edgar Hoover.,Martin Scorsese,Leonardo DiCaprio,Robert De Niro,Lily Gladstone
tt3155298,Luther: The Fallen Sun,crime,Brilliant but disgraced detective John Luther breaks out of prison to hunt down a sadistic serial killer who is terrorising London.,Jamie Payne,Idris Elba,Cynthia Erivo,Andy Serkis
tt2911666,John Wick,crime,An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took his car.,"Chad Stahelski, 
David Leitch",Keanu Reeves,Michael Nyqvist,Alfie Allen
tt8367814,The Gentlemen,crime,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",Guy Ritchie,Matthew McConaughey,Charlie Hunnam,Michelle Dockery
tt5433138,F9: The Fast Saga,crime,Dom and the crew must take on an international terrorist who turns out to be Dom and Mia's estranged brother.,Justin Lin,Vin Diesel,Michelle Rodriguez,Jordana Brewster
tt12003946,Violent Night,crime,"When a group of mercenaries attack the estate of a wealthy family, Santa Claus must step in to save the day (and Christmas).",Tommy Wirkola,David Harbour,John Leguizamo,Beverly D'Angelo
tt7888964,Nobody,crime,"A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss.",Ilya Naishuller,Bob Odenkirk,Aleksey Serebryakov,Connie Nielsen
tt1392214,Prisoners,crime,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",Denis Villeneuve,Hugh Jackman,Jake Gyllenhaal,Viola Davis
tt0264464,Catch Me If You Can,crime,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Christopher Walken
tt5113044,Minions: The Rise of Gru,crime,The untold story of one twelve-year-old's dream to become the world's greatest supervillain.,"Kyle Balda, 
Brad Ableson, 
Jonathan del Val",Steve Carell,Pierre Coffin,Alan Arkin
tt7286456,Joker,crime,A mentally troubled stand-up comedian embarks on a downward spiral that leads to the creation of an iconic villain.,Todd Phillips,Joaquin Phoenix,Robert De Niro,Zazie Beetz
tt0232500,The Fast and the Furious,crime,Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.,Rob Cohen,Vin Diesel,Paul Walker,Michelle Rodriguez
tt0780536,In Bruges,crime,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",Martin McDonagh,Colin Farrell,Brendan Gleeson,Ciarán Hinds
tt0477348,No Country for Old Men,crime,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,"Ethan Coen, 
Joel Coen",Tommy Lee Jones,Javier Bardem,Josh Brolin
tt15255876,Emily the Criminal,crime,"Down on her luck and saddled with debt, Emily gets involved in a credit card scam that pulls her into the criminal underworld of Los Angeles, ultimately leading to deadly consequences.",John Patton Ford,Aubrey Plaza,Theo Rossi,Bernardo Badillo
tt0075314,Taxi Driver,crime,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",Martin Scorsese,Robert De Niro,Jodie Foster,Cybill Shepherd
tt0099685,Goodfellas,crime,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",Martin Scorsese,Robert De Niro,Ray Liotta,Joe Pesci
tt7657566,Death on the Nile,crime,"While on vacation on the Nile, Hercule Poirot must investigate the murder of a young heiress.",Kenneth Branagh,Tom Bateman,Annette Bening,Kenneth Branagh
tt0114369,Se7en,crime,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",David Fincher,Morgan Freeman,Brad Pitt,Kevin Spacey
tt10151854,Shazam! Fury of the Gods,crime,"\"The film continues the story of teenage Billy Batson who, upon reciting the magic word \"\"SHAZAM!\"\" is transformed into his adult Super Hero alter ego","Shazam.\"",/name/nm2497546/,"",""
tt0102926,The Silence of the Lambs,crime,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",Jonathan Demme,Jodie Foster,Anthony Hopkins,Lawrence A. Bonney
tt0113277,Heat,crime,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,Michael Mann,Al Pacino,Robert De Niro,Val Kilmer
tt0407887,The Departed,crime,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,Martin Scorsese,Leonardo DiCaprio,Matt Damon,Jack Nicholson
tt14873054,Transfusion,crime,A former Special Forces operative thrust into the criminal underworld to keep his only son from being taken from him.,Matt Nable,Sam Worthington,Phoebe Tonkin,Matt Nable
tt4649466,Kingsman: The Golden Circle,crime,"After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organization in the United States is discovered. These two elite secret agencies must band together to defeat a common enemy.",Matthew Vaughn,Taron Egerton,Colin Firth,Mark Strong
tt2278388,The Grand Budapest Hotel,crime,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.",Wes Anderson,Ralph Fiennes,F. Murray Abraham,Mathieu Amalric
tt13640696,See How They Run,crime,"In the West End of 1950s London, plans for a movie version of a smash-hit play come to an abrupt halt after a pivotal member of the crew is murdered.",Tom George,Kieran Hodgson,Pearl Chanda,Gregory Cox
tt0120689,The Green Mile,crime,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",Frank Darabont,Tom Hanks,Michael Clarke Duncan,David Morse
tt4273800,The Good Nurse,crime,An infamous caregiver is implicated in the deaths of hundreds of hospital patients.,Tobias Lindholm,Eddie Redmayne,Jessica Chastain,Denise Pillott
tt5027774,"Three Billboards Outside Ebbing, Missouri",crime,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,Martin McDonagh,Frances McDormand,Woody Harrelson,Sam Rockwell
tt0071562,The Godfather Part II,crime,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",Francis Ford Coppola,Al Pacino,Robert De Niro,Robert Duvall
tt0290673,Irreversible,crime,Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in an underpass tunnel.,Gaspar Noé,Monica Bellucci,Vincent Cassel,Albert Dupontel
tt11897478,The Stranger,crime,"Two men who meet on a bus strike up a conversation that turns into friendship. For Henry Teague, worn down by a lifetime of physical labour and crime, this is a dream come true.",Thomas M. Wright,Joel Edgerton,Sean Harris,Jada Alberts
tt0110413,Léon: The Professional,crime,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",Luc Besson,Jean Reno,Gary Oldman,Natalie Portman
tt1618434,Murder Mystery,crime,"A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire.",Kyle Newacheck,Adam Sandler,Jennifer Aniston,Luke Evans
tt12573454,Sharper,crime,A con artist takes on Manhattan's billionaires.,Benjamin Caron,Justice Smith,Briana Middleton,Sebastian Stan
tt0381707,White Chicks,crime,Two disgraced FBI agents go way undercover in an effort to protect hotel heiresses the Wilson sisters from a kidnapping plot.,Keenen Ivory Wayans,Marlon Wayans,Shawn Wayans,Busy Philipps
tt0050083,12 Angry Men,crime,The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.,Sidney Lumet,Henry Fonda,Lee J. Cobb,Martin Balsam
tt3397884,Sicario,crime,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,Denis Villeneuve,Emily Blunt,Josh Brolin,Benicio Del Toro
tt10016180,The Little Things,crime,"Kern County Deputy Sheriff Joe Deacon is sent to Los Angeles for what should have been a quick evidence-gathering assignment. Instead, he becomes embroiled in the search for a serial killer who is terrorizing the city.",John Lee Hancock,Denzel Washington,Rami Malek,Jared Leto
tt0086250,Scarface,crime,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",Brian De Palma,Al Pacino,Michelle Pfeiffer,Steven Bauer
tt0066921,A Clockwork Orange,crime,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",Stanley Kubrick,Malcolm McDowell,Patrick Magee,Michael Bates
tt9620292,Promising Young Woman,crime,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",Emerald Fennell,Carey Mulligan,Bo Burnham,Alison Brie
tt0116367,From Dusk Till Dawn,crime,"Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.",Robert Rodriguez,Harvey Keitel,George Clooney,Juliette Lewis
tt14114802,The Outfit,crime,An expert cutter must outwit a dangerous group of mobsters in order to survive a fateful night.,Graham Moore,Mark Rylance,Zoey Deutch,John Gumley-Mason
tt0086066,The Outsiders,crime,"The rivalry between two gangs, the poor Greasers and the rich Socs, only heats up when one gang member kills a member of the other.",Francis Ford Coppola,C. Thomas Howell,Matt Dillon,Ralph Macchio
tt15255288,Murder Mystery 2,crime,"Full-time detectives Nick and Audrey are struggling to get their private eye agency off the ground. They find themselves at the center of international abduction when their friend Maharaja, is kidnapped at his own lavish wedding.",Jeremy Garelick,Adam Sandler,Jennifer Aniston,Mark Strong
tt8115900,The Bad Guys,crime,"To avoid prison, a gang of notorious animal criminals pretends to seek being rehabilitated, only for their leader to realize that he genuinely wants to change his ways.",Pierre Perifel,Sam Rockwell,Marc Maron,Awkwafina
tt14714980,Poker Face,crime,"A tech billionaire hosts a high-stakes poker game between friends, but the evening takes a turn when long-held secrets are revealed, an elaborate revenge plot unfolds, and thieves break in.",Russell Crowe,Russell Crowe,Liam Hemsworth,RZA
tt0114814,The Usual Suspects,crime,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",Bryan Singer,Kevin Spacey,Gabriel Byrne,Chazz Palminteri
tt6146586,John Wick: Chapter 3 - Parabellum,crime,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.",Chad Stahelski,Keanu Reeves,Halle Berry,Ian McShane
tt1302006,The Irishman,crime,Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.,Martin Scorsese,Robert De Niro,Al Pacino,Joe Pesci
tt1469304,Baywatch,crime,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.",Seth Gordon,Dwayne Johnson,Zac Efron,Alexandra Daddario
tt11083552,Wrath of Man,crime,A cold and mysterious character working at a cash truck company responsible for moving a lot of money around Los Angeles each week.,Guy Ritchie,Jason Statham,Holt McCallany,Josh Hartnett
tt0105236,Reservoir Dogs,crime,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",Quentin Tarantino,Harvey Keitel,Tim Roth,Michael Madsen
tt0327056,Mystic River,crime,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,Clint Eastwood,Sean Penn,Tim Robbins,Kevin Bacon
tt14641788,Enola Holmes 2,crime,"Now a detective-for-hire, Enola Holmes takes on her first official case to find a missing girl as the sparks of a dangerous conspiracy ignite a mystery that requires the help of friends - and Sherlock himself - to unravel.",Harry Bradbeer,Millie Bobby Brown,Henry Cavill,David Thewlis
tt0118715,The Big Lebowski,crime,"\"Ultimate L.A. slacker Jeff \"\"The Dude\"\" Lebowski",mistaken for a millionaire of the same name,"enlisting his bowling buddies for help while trying to find the millionaire's missing wife.\"","",""
tt6722802,Marlowe,crime,"In late 1930's Bay City, a brooding, down on his luck detective is hired to find the ex-lover of a glamorous heiress.",Neil Jordan,Liam Neeson,Diane Kruger,Jessica Lange
tt0208092,Snatch,crime,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",Guy Ritchie,Jason Statham,Brad Pitt,Stephen Graham
tt4425200,John Wick: Chapter 2,crime,"After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",Chad Stahelski,Keanu Reeves,Riccardo Scamarcio,Ian McShane
tt0087843,Once Upon a Time in America,crime,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",Sergio Leone,Robert De Niro,James Woods,Elizabeth McGovern
tt0120586,American History X,crime,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,Tony Kaye,Edward Norton,Edward Furlong,Beverly D'Angelo
tt1800241,American Hustle,crime,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.",David O. Russell,Christian Bale,Amy Adams,Bradley Cooper
tt0278435,Enough,crime,"After running away fails, a terrified woman empowers herself in order to battle her abusive husband.",Michael Apted,Jennifer Lopez,Billy Campbell,Tessa Allen
tt11851548,Orphan: First Kill,crime,"After orchestrating a brilliant escape from an Estonian psychiatric facility, Esther travels to America by impersonating the missing daughter of a wealthy family.",William Brent Bell,Isabelle Fuhrman,Julia Stiles,Rossif Sutherland
tt0110005,Heavenly Creatures,crime,"Two teenage girls share a unique bond; their parents, concerned that the friendship is too intense, separate them, and the girls take revenge.",Peter Jackson,Melanie Lynskey,Kate Winslet,Sarah Peirse
tt0257044,Road to Perdition,crime,"A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",Sam Mendes,Tom Hanks,Tyler Hoechlin,Rob Maxey
tt15301048,"Argentina, 1985",crime,A team of lawyers takes on the heads of Argentina's bloody military dictatorship during the 1980s in a battle against odds and a race against time.,Santiago Mitre,Ricardo Darín,Gina Mastronicola,Francisco Bertín
tt0088930,Clue,crime,"Six guests are anonymously invited to a strange mansion for dinner, but after their host is killed, they must cooperate with the staff to identify the murderer as the bodies pile up.",Jonathan Lynn,Eileen Brennan,Tim Curry,Madeline Kahn
tt3890160,Baby Driver,crime,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",Edgar Wright,Ansel Elgort,Jon Bernthal,Jon Hamm
tt4998632,Ambulance,crime,Two robbers steal an ambulance after their heist goes awry.,Michael Bay,Jake Gyllenhaal,Yahya Abdul-Mateen II,Eiza González
tt11315808,Joker: Folie à Deux,crime,Plot unknown. Sequel to the 2019 film 'Joker.',Todd Phillips,Zazie Beetz,Brendan Gleeson,Joaquin Phoenix
tt0317248,City of God,crime,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.","Fernando Meirelles, 
Kátia Lund",Alexandre Rodrigues,Leandro Firmino,Matheus Nachtergaele
tt3460252,The Hateful Eight,crime,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",Quentin Tarantino,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh
tt11214590,House of Gucci,crime,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel their legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately...murder.",Ridley Scott,Lady Gaga,Adam Driver,Al Pacino
tt0372784,Batman Begins,crime,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",Christopher Nolan,Christian Bale,Michael Caine,Ken Watanabe
tt0455944,The Equalizer,crime,A man who believes he has put his mysterious past behind him cannot stand idly by when he meets a young girl under the control of ultra-violent Russian gangsters.,Antoine Fuqua,Denzel Washington,Marton Csokas,Chloë Grace Moretz
tt5362988,Wind River,crime,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,Taylor Sheridan,Elizabeth Olsen,Jeremy Renner,Graham Greene
tt7740496,Nightmare Alley,crime,A grifter working his way up from low-ranking carnival worker to lauded psychic medium matches wits with a psychologist bent on exposing him.,Guillermo del Toro,Bradley Cooper,Cate Blanchett,Toni Collette
tt5315210,Lou,crime,"A storm rages. A young girl is kidnapped. Her mother teams up with the mysterious woman next door to pursue the kidnapper, a journey that tests their limits and exposes shocking secrets from their pasts.",Anna Foerster,Allison Janney,Jurnee Smollett,Logan Marshall-Green
tt5688068,Above Suspicion,crime,The true-crime story leading to the first-ever conviction of an F.B.I. Agent for murder.,Phillip Noyce,Emilia Clarke,Jack Huston,Sophie Lowe
tt0398165,The Longest Yard,crime,Prison inmates form a football team to challenge the prison guards.,Peter Segal,Adam Sandler,Burt Reynolds,Chris Rock
tt0093870,RoboCop,crime,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories.",Paul Verhoeven,Peter Weller,Nancy Allen,Dan O'Herlihy
tt1232829,21 Jump Street,crime,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,"Phil Lord, 
Christopher Miller",Jonah Hill,Channing Tatum,Ice Cube
tt0266697,Kill Bill: Vol. 1,crime,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",Quentin Tarantino,Uma Thurman,David Carradine,Daryl Hannah
tt3402236,Murder on the Orient Express,crime,"When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case.",Kenneth Branagh,Kenneth Branagh,Penélope Cruz,Willem Dafoe
tt1670345,Now You See Me,crime,"An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.",Louis Leterrier,Jesse Eisenberg,Common,Mark Ruffalo
tt2948356,Zootopia,crime,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.","Byron Howard, 
Rich Moore, 
Jared Bush",Ginnifer Goodwin,Jason Bateman,Idris Elba
tt0112641,Casino,crime,"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.",Martin Scorsese,Robert De Niro,Sharon Stone,Joe Pesci
tt0108399,True Romance,crime,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.",Tony Scott,Christian Slater,Patricia Arquette,Dennis Hopper
tt3569230,Legend,crime,Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.,Brian Helgeland,Tom Hardy,Emily Browning,Taron Egerton
tt18550140,Holy Spider,crime,"\"A journalist descends into the dark underbelly of the Iranian holy city of Mashhad as she investigates the serial killings of sex workers by the so called \"\"Spider Killer\"\"","who believes he is cleansing the streets of sinners.\"",/name/nm4389150/,"",""
tt2582782,Hell or High Water,crime,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,David Mackenzie,Chris Pine,Ben Foster,Jeff Bridges
tt0112442,Bad Boys,crime,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,Michael Bay,Will Smith,Martin Lawrence,Lisa Boyle
tt12636872,Karen,crime,"Karen attempts to displace the new Black family that moved into the neighborhood, but they won't back down without a fight.",Coke Daniels,Taryn Manning,Cory Hardrict,Jasmine Burke
tt2872718,Nightcrawler,crime,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",Dan Gilroy,Jake Gyllenhaal,Rene Russo,Bill Paxton
tt7846844,Enola Holmes,crime,"When Enola Holmes (Sherlock's teen sister) discovers her mother is missing, she endeavors to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy.",Harry Bradbeer,Millie Bobby Brown,Henry Cavill,Sam Claflin
tt0443706,Zodiac,crime,"Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",David Fincher,Jake Gyllenhaal,Robert Downey Jr.,Mark Ruffalo
tt0117381,Primal Fear,crime,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",Gregory Hoblit,Richard Gere,Laura Linney,Edward Norton
tt20969586,Thunderbolts,crime,A group of supervillains are recruited to go on missions for the government.,Jake Schreier,Harrison Ford,Florence Pugh,Julia Louis-Dreyfus
tt0104952,My Cousin Vinny,crime,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",Jonathan Lynn,Joe Pesci,Marisa Tomei,Ralph Macchio
tt0116282,Fargo,crime,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,"Joel Coen, 
Ethan Coen",William H. Macy,Frances McDormand,Steve Buscemi
tt1895587,Spotlight,crime,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Tom McCarthy,Mark Ruffalo,Michael Keaton,Rachel McAdams
tt3605418,Knock Knock,crime,"A devoted father helps two stranded young women who knock on his door, but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse.",Eli Roth,Keanu Reeves,Lorenza Izzo,Ana de Armas
tt1723121,We're the Millers,crime,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,Rawson Marshall Thurber,Jason Sudeikis,Jennifer Aniston,Emma Roberts
tt2820852,Furious 7,crime,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,James Wan,Vin Diesel,Paul Walker,Dwayne Johnson
tt0037761,Hangover Square,crime,A promising classical musician finds his life poisoned by a music hall dancer -- and by the strange gaps in his memory.,John Brahm,Laird Cregar,Linda Darnell,George Sanders
tt0181689,Minority Report,crime,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",Steven Spielberg,Tom Cruise,Colin Farrell,Samantha Morton
tt1013752,Fast & Furious,crime,"Brian O'Conner, back working for the FBI in Los Angeles, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.",Justin Lin,Vin Diesel,Paul Walker,Michelle Rodriguez
tt0086960,Beverly Hills Cop,crime,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,Martin Brest,Eddie Murphy,Judge Reinhold,John Ashton
tt6718412,Batgirl,crime,"Based upon the popular DC character, Barbara Gordon dons the guise of Batgirl to fight crime.","Adil El Arbi, 
Bilall Fallah",Brendan Fraser,Michael Keaton,J.K. Simmons
tt9783600,Spiderhead,crime,"In the near future, convicts are offered the chance to volunteer as medical subjects to shorten their sentence. One such subject for a new drug capable of generating feelings of love begins questioning the reality of his emotions.",Joseph Kosinski,Chris Hemsworth,Miles Teller,Jurnee Smollett
tt9853500,Bandit,crime,"After escaping a Michigan prison, a charming career criminal assumes a new identity in Canada and goes on to rob a record 59 banks and jewellery stores while being hunted by a police task force. Based on the story of The Flying Bandit.",Allan Ungar,Josh Duhamel,Elisha Cuthbert,Nestor Carbonell
