movie_id,movie_name,genre,description,director,actor1,actor2,actor3
tt0113972,Nick of Time,crime,"An unimpressive, everyday man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",John Badham,Johnny Depp,Christopher Walken,Courtney Chase
tt0425379,Pusher III,crime,"Milo tries to be a family man and run his criminal organization, but a wrong drug shipment endangers everything.",Nicolas Winding Refn,Zlatko Buric,Marinela Dekic,Slavko Labovic
tt7690016,Never Goin' Back,crime,"Jessie and Angela, high school dropouts, are taking a week off to chill at the beach. Too bad their house got robbed, rent's due, they're about to get fired, and they're broke.",Augustine Frizzell,Maia Mitchell,Camila Morrone,Liz Cardenas
tt0102900,Shattered,crime,"After a horrific car wreck leaves him an amnesiac, a man slowly begins to unravel his shocking past.",Wolfgang Petersen,Tom Berenger,Bob Hoskins,Greta Scacchi
tt0042041,White Heat,crime,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,Raoul Walsh,James Cagney,Virginia Mayo,Edmond O'Brien
tt0099160,Blue Steel,crime,A rookie in the police force must engage in a cat-and-mouse game with a pistol-wielding psychopath who becomes obsessed with her.,Kathryn Bigelow,Jamie Lee Curtis,Ron Silver,Clancy Brown
tt0844993,Hoodwinked Too! Hood vs. Evil,crime,"Red Riding Hood is training in the group of Sister Hoods, when she and the Wolf are called to examine the sudden mysterious disappearance of Hansel and Gretel.","Mike Disa, 
Zeljko Mitrovic",Hayden Panettiere,Glenn Close,Patrick Warburton
tt0084556,Q: The Winged Serpent,crime,"NYPD detectives Shepard and Powell are working on a bizarre case of a ritualistic Aztec murder. Meanwhile, something big is attacking people of New York and only greedy small time crook Jimmy Quinn knows where its lair is.",Larry Cohen,David Carradine,Michael Moriarty,Candy Clark
tt0242587,L.I.E.,crime,"A 15-year-old Long Island boy loses everything and everyone he knows, soon becoming involved in a relationship with a much older man.",Michael Cuesta,Brian Cox,Paul Dano,Bruce Altman
tt19713090,The Killer,crime,"A retired hitman agrees to take care of a teen aged girl, but when she becomes involved with unsavory people, he has to rescue her.",Jae-Hoon Choi,Jang Hyuk,Seo-young Lee,Bang Eun-Jung
tt0429715,The Business,crime,"Frankie is sent from London to Spain to make a delivery to Charlie, who likes the kid and shows him the ropes including the use of guns and drugs. Frankie likes the sun, pools and the cute, bikini clad girls and stays in Spain.",Nick Love,Danny Dyer,Tamer Hassan,Geoff Bell
tt11274492,The Out-Laws,crime,"A straight-laced bank manager about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws.",Tyler Spindel,Ellen Barkin,Pierce Brosnan,Nina Dobrev
tt1767382,Silent House,crime,A girl is trapped inside her family's lakeside retreat and becomes unable to contact the outside world as supernatural forces haunt the house with mysterious energy and consequences.,"Chris Kentis, 
Laura Lau",Elizabeth Olsen,Adam Trese,Eric Sheffer Stevens
tt7056732,Midnight Runners,crime,"Two friends who are students at Korean National Police University, find themselves in an endless race against time after they witness a kidnapping and decide to use their knowledge.",Joo-hwan Kim,Park Seo-joon,Kang Ha-neul,Ha-seon Park
tt0090735,Black Moon Rising,crime,"A thief, Quint, is hired by the Justice Department to steal incriminating tapes from a corrupt corporation. The tapes vanish when Quint hides them in the back of a hydrodynamic powered racing car that is stolen by a hot car ring.",Harley Cokeliss,Tommy Lee Jones,Linda Hamilton,Robert Vaughn
tt15422240,Eraser: Reborn,crime,It is based on U.S. Marshal Mason Pollard who is specialized in engineering the fake deaths of witnesses that leaves no trace of their existence.,John Pogue,Dominic Sherwood,Jacky Lai,McKinley Belcher III
tt3733774,The Trust,crime,A pair of cops investigating a drug invasion stumble upon a mysterious bank vault.,"Alex Brewer, 
Benjamin Brewer",Nicolas Cage,Elijah Wood,Sky Ferreira
tt0097202,The Killer,crime,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.,John Woo,Chow Yun-Fat,Danny Lee,Sally Yeh
tt4392454,13 Cameras,crime,"A newlywed couple, move into a new house across the country, only to find out that their marital issues are the least of their problems. Unbeknownst to them, their grim and lascivious landlord has been spying on them from day one.",Victor Zarcoff,Neville Archambault,Sean Carrigan,PJ McCabe
tt0082220,Cutter's Way,crime,"Richard spots a man dumping a body, and decides to expose the man he thinks is the culprit with his friend Alex Cutter.",Ivan Passer,Jeff Bridges,John Heard,Lisa Eichhorn
tt13878694,Maarrich,crime,A police official starts a wild goose chase to find a murderer. The journey unfolds deep dark secrets from the past which leads to a spine chilling face off in the finale,Dhruv Lather,Tusshar Kapoor,Chelsha Gosai,Aakash Dahiya
tt10409498,Only the Animals,crime,"A woman disappeared. After a snowstorm, her car is discovered on a road to a small remote village. While the police don't know where to start, five people are linked to the disappearance. Each one with his or her own secret.",Dominik Moll,Denis Ménochet,Laure Calamy,Damien Bonnard
tt0337917,Catch That Kid,crime,"A girl and her two friends raid a bank, looking for the money needed for financing the cure of her dying father.",Bart Freundlich,Kristen Stewart,Sam Robards,Jennifer Beals
tt0082474,The Great Muppet Caper,crime,"Kermit the Frog, The Great Gonzo, and Fozzie Bear are reporters who travel to Britain to interview a rich victim of jewel thieves and help her along with her secretary, Miss Piggy.",Jim Henson,Jim Henson,Frank Oz,Dave Goelz
tt0039017,Terror by Night,crime,"When the fabled Star of Rhodesia diamond is stolen on a London to Edinburgh train and the son of its owner is murdered, Sherlock Holmes must discover which of his suspicious fellow passengers is responsible.",Roy William Neill,Basil Rathbone,Nigel Bruce,Alan Mowbray
tt0092857,Death Wish 4: The Crackdown,crime,Architect/vigilante Paul Kersey takes on the members of a vicious Los Angeles drug cartel to stop the flow of drugs after his girlfriend's daughter dies from an overdose.,J. Lee Thompson,Charles Bronson,Kay Lenz,John P. Ryan
tt0105691,Under Suspicion,crime,"Brighton, England, 1959. Disgraced cop turned private detective Tony Aaron falsifies adulteries for use as evidence in divorce cases. He involves his wife as the fictional co-respondent for...                See full summary »",Simon Moore,Liam Neeson,Laura San Giacomo,Kenneth Cranham
tt1813757,Who Killed Captain Alex?,crime,"Uganda's president gives Captain Alex the mission to defeat the Tiger Maffia, but Alex gets killed in the process. Upon hearing the tragic news, his brother investigates to avenge Alex.",Nabwana I.G.G.,Kakule William,Sserunya Ernest,G. Puffs
tt5827790,Unknown Origins,crime,"Madrid, 2019. A serial killer is spreading chaos. Anonymous people with no apparent connection are being murdered while imitating the first appearances of the most famous superheroes.",David Galán Galindo,Javier Rey,Verónica Echegui,Brays Efe
tt1068641,The Burning Plain,crime,A drama with a two-tiered storyline concerning a mother and daughter who try to form a bond after the young woman's difficult childhood.,Guillermo Arriaga,Charlize Theron,John Corbett,José María Yazpik
tt0090350,Year of the Dragon,crime,A police detective cracks down on organized crime in Chinatown after the murders of Triad and Mafia leaders.,Michael Cimino,Mickey Rourke,John Lone,Ariane
tt0047849,Bad Day at Black Rock,crime,"A one-armed stranger comes to a tiny town possessing a terrible past they want to keep secret, by violent means if necessary.",John Sturges,Spencer Tracy,Robert Ryan,Anne Francis
tt14465894,Restless,crime,"After going to extremes to cover up an accident, a corrupt cop's life spirals out of control when he starts receiving threats from a mysterious witness.",Régis Blondeau,Franck Gastambide,Simon Abkarian,Michaël Abiteboul
tt0385705,The Football Factory,crime,"An insight on the gritty life of a bored male, Chelsea football hooligan who lives for violence, sex, drugs & alcohol.",Nick Love,Danny Dyer,Frank Harper,Tamer Hassan
tt1827487,Once Upon a Time in Anatolia,crime,A group of men set out in search of a dead body in the Anatolian steppes.,Nuri Bilge Ceylan,Muhammet Uzuner,Yilmaz Erdogan,Taner Birsel
tt1112782,The Code,crime,A veteran thief recruits a younger crook to help him pull off one final job in order to repay his debt to the Russian mob.,Mimi Leder,Ivan Petrushinov,Victor Boichev,Nickolay Hadjiminev
tt0038991,The Stranger,crime,An investigator from the War Crimes Commission travels to Connecticut to find an infamous Nazi.,Orson Welles,Orson Welles,Edward G. Robinson,Loretta Young
tt0069121,Prime Cut,crime,"\"A vicious Kansas City slaughterhouse owner and his hick family are having a bloody \"\"beef\"\" with the Chicago crime syndicate over profits from their joint illegal operations. Top enforcer Nick Devlin is sent to straighten things out.\"",Michael Ritchie,Lee Marvin,Gene Hackman,Sissy Spacek
tt3157224,We Still Kill the Old Way,crime,"When retired East End villain Charlie Archer is murdered by a feral street gang, his brother Ritchie returns to London from Spain to investigate.",Sacha Bennett,Ian Ogilvy,Alison Doody,Danny Hatchard
tt0119731,Murder at 1600,crime,A young woman is murdered in the White House. Homicide detective Regis investigates while Secret Service works against him. He's assigned agent Chance. She eventually cooperates after a man's framed.,Dwight H. Little,Wesley Snipes,Diane Lane,Daniel Benzali
tt2236054,Mystery Road,crime,An indigenous detective returns to the Outback to investigate the murder of a young girl.,Ivan Sen,Aaron Pedersen,Hugo Weaving,Ryan Kwanten
tt1194238,Polytechnique,crime,"A dramatization of the 1989 Montréal Massacre, during which several female engineering students were murdered by an unstable misogynist.",Denis Villeneuve,Maxim Gaudette,Sébastien Huberdeau,Karine Vanasse
tt25366998,Alhamour H.A.,crime,"A security guard who quickly rises to the top and makes billions, where he and his partners convince people into suspicious investments with the promise of doubling their money in no time.",Abdulelah Alqurashi,Fahad Alqahtani,Khaled Yeslam,Ali Al Sharif
tt3011960,Hangman,crime,A homicide detective brings his partner out of retirement to help catch a serial killer whose crimes are based on the children's game Hangman.,Johnny Martin,Al Pacino,Karl Urban,Brittany Snow
tt3100274,Manhattan Night,crime,A reporter becomes involved with a mysterious woman while investigating her late husband's death.,Brian DeCubellis,Adrien Brody,Yvonne Strahovski,Campbell Scott
tt4411504,The Clan,crime,"The true story of the Puccio Clan, a family who kidnapped and killed people in the 80s.",Pablo Trapero,Guillermo Francella,Gastón Cocchiarale,Peter Lanzani
tt0160401,In Too Deep,crime,"Right out of police academy, Jeff/Omar Epps starts as undercover cop in Cincinnati. First it's small time cases but he proves himself and moves up to a big case - befriending a brutal crime boss.",Michael Rymer,Lloyd Adams,Philip Akin,Anna Carolina Arias
tt0054248,Rocco and His Brothers,crime,"Having recently been uprooted to Milan, Rocco and his four brothers each look for a new way in life when a prostitute comes between Rocco and his brother Simone.",Luchino Visconti,Alain Delon,Renato Salvatori,Annie Girardot
tt0865554,The Informers,crime,"One week in L.A. in 1983, featuring movie executives, rock stars, a vampire and other morally challenged characters in adventures laced with sex, drugs and violence.",Gregor Jordan,Billy Bob Thornton,Kim Basinger,Mickey Rourke
tt10324144,Article 15,crime,"In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.",Anubhav Sinha,Ayushmann Khurrana,Nassar,Manoj Pahwa
tt0074512,Family Plot,crime,A phony psychic/con artist and her taxi driver/actor boyfriend encounter a pair of serial kidnappers while trailing a missing heir in California.,Alfred Hitchcock,Karen Black,Bruce Dern,Barbara Harris
tt0130121,Mickey Blue Eyes,crime,"\"An English auctioneer proposes to the daughter of a Mafia kingpin, only to realize that certain \"\"favors\"\" would be asked of him.\"","Kelly Makin, 
Carl Gottlieb",Hugh Grant,Jeanne Tripplehorn,James Caan
tt0088936,Code of Silence,crime,A Chicago cop is caught in the middle of a gang war while his own comrades shun him because he wants to take down an irresponsible cop.,Andrew Davis,Chuck Norris,Henry Silva,Bert Remsen
tt0077234,The Big Sleep,crime,"Grizzled American private detective in England investigates a complicated case of blackmail turned murder involving a rich but honest elderly general, his two loose socialite daughters, a pornographer and a gangster.",Michael Winner,Robert Mitchum,Sarah Miles,Richard Boone
tt8809652,10 Minutes Gone,crime,A crime thriller that centers on a man whose memory has been lost due to a bank heist gone wrong. The character will need to piece together the missing 10 minutes from his memory in order to determine who sabotaged him.,Brian A. Miller,Michael Chiklis,Bruce Willis,Meadow Williams
tt0106309,Joshua Tree,crime,A framed prison escapee unknowingly kidnaps a female cop en-route to a rendezvous with the corrupt cop who put him behind bars.,Vic Armstrong,Dolph Lundgren,George Segal,Kristian Alfonso
tt1337057,Rampage,crime,A man with a thirst for revenge builds a full body armor from Kevlar and goes on a killing spree.,Uwe Boll,Brendan Fletcher,Shaun Sipos,Michael Paré
tt0041954,Tension,crime,A meek pharmacist creates an alternate identity under which he plans to murder the bullying liquor salesman who has become his wife's lover.,John Berry,Richard Basehart,Audrey Totter,Cyd Charisse
tt0090738,Black Widow,crime,A federal investigator tracks down a gold-digging woman who moves from husband to husband to kill them and collect the inheritance.,Bob Rafelson,Debra Winger,Theresa Russell,Sami Frey
tt0097967,Next of Kin,crime,"Truman, a Chicago cop, sets out to find the killer of his brother. Meanwhile, another of his brothers, Briar (a hillbilly) decides to find the killer himself.",John Irvin,Patrick Swayze,Liam Neeson,Adam Baldwin
tt1197628,Observe and Report,crime,"Bi-polar mall security guard Ronnie Barnhardt is called into action to stop a flasher from turning shopper's paradise into his personal peep show. But when Barnhardt can't bring the culprit to justice, a surly police detective is recruited to close the case.",Jody Hill,Seth Rogen,Anna Faris,Ray Liotta
tt0075930,God Told Me To,crime,"\"A New York detective investigates a series of murders committed by random New Yorkers who claim that \"\"God told them to.\"\"\"",Larry Cohen,Tony Lo Bianco,Deborah Raffin,Sandy Dennis
tt1291652,Easy Money,crime,"When JW becomes a drug runner in order to maintain his double life, his fate becomes tied to two other men: Jorge, a fugitive on the run from both the Serbian mafia and the police, and mafia enforcer Mrado, who is on the hunt for Jorge.",Daniel Espinosa,Joel Kinnaman,Matias Varela,Dragomir Mrsic
tt4106376,American Renegades,crime,A team of Navy SEALs discover an underwater treasure in a Bosnian lake.,Steven Quale,J.K. Simmons,Sullivan Stapleton,Charlie Bewley
tt0120483,The Man Who Knew Too Little,crime,Wallace Ritchie is mistaken for a spy and must stop a plot to assassinate international leaders at a banquet.,Jon Amiel,Bill Murray,Joanne Whalley,Peter Gallagher
tt0105217,Raising Cain,crime,"The oncologist wife of a prominent child psychologist suspects her husband has an unhealthy scientific obsession with their child, unaware of what - or who - is really going on inside his head.",Brian De Palma,John Lithgow,Lolita Davidovich,Steven Bauer
tt6610158,Rust Creek,crime,An overachieving college student gets lost on her way to a job interview. A wrong turn leaves her stranded deep in the Kentucky forest.,Jen McGowan,Hermione Corfield,Jay Paulson,Sean O'Bryan
tt0765432,The Baader Meinhof Complex,crime,"A look at Germany's terrorist group, The Red Army Faction (RAF), which organized bombings, robberies, kidnappings, and assassinations in the late 1960s and '70s.",Uli Edel,Martina Gedeck,Moritz Bleibtreu,Johanna Wokalek
tt0092997,Extreme Prejudice,crime,"A Texas Ranger and a ruthless narcotics kingpin - they were childhood friends, now they are adversaries...",Walter Hill,Nick Nolte,Powers Boothe,Michael Ironside
tt0090770,The Boys Next Door,crime,"Roy and Bo leave their small California town the weekend after graduation for a short road trip to Los Angeles. Soon, they find themselves lashing out and leaving a trail of bodies behind them. The violence escalates throughout.",Penelope Spheeris,Maxwell Caulfield,Charlie Sheen,Patti D'Arbanville
tt0080520,Cheech and Chong's Next Movie,crime,"Cheech and Chong live in a decrepit old house and drive their neighbour crazy with their loud music, weed smoking and general anarchy and slacker view on life. Then Chong meets Cheech's Texan cousin Red and things kick up a notch.",Tommy Chong,Cheech Marin,Tommy Chong,Evelyn Guerrero
tt0411272,Mesrine: Public Enemy No. 1,crime,"The story of the notorious French gangster Jacques Mesrine, with the focus on his life and death as France's Public Enemy No. 1 in the 1970s.",Jean-François Richet,Vincent Cassel,Ludivine Sagnier,Mathieu Amalric
tt0269095,City by the Sea,crime,"Vincent Lamarca, whose father was executed for a 1950s kidnapping of a child, grew up to become a police officer, only to see his own son become a murder suspect.",Michael Caton-Jones,Robert De Niro,James Franco,Frances McDormand
tt0045555,The Big Heat,crime,Tough cop Dave Bannion takes on a politically powerful crime syndicate.,Fritz Lang,Glenn Ford,Gloria Grahame,Jocelyn Brando
tt9806370,The Owners,crime,"A group of friends think they've found an easy score at an empty house with a safe full of cash, but when the elderly owners arrive home things begin to go awry.",Julius Berg,Maisie Williams,Sylvester McCoy,Rita Tushingham
tt0115783,Bulletproof,crime,"Two criminals, Keats and Moses, end their friendship, when Keats turns out to be an undercover cop. Many years later, the two are forced to work together when Keats is assigned to protect Moses as a witness.",Ernest R. Dickerson,Damon Wayans,Adam Sandler,James Caan
tt0062861,Danger: Diabolik,crime,"A master thief and his sensual lover pull off heist after heist, all while envious cops and gangsters are gunning for them.",Mario Bava,John Phillip Law,Marisa Mell,Michel Piccoli
tt0079240,The Great Train Robbery,crime,"England, 1850s. A master criminal aims to rob a train of a large sum of gold. Security is incredibly tight and the task seems an impossible one. However, he has a plan and just the right people to carry it out.",Michael Crichton,Sean Connery,Donald Sutherland,Lesley-Anne Down
tt0087231,The Falcon and the Snowman,crime,The true story of a disillusioned military contractor employee and his drug pusher childhood friend who became walk-in spies for the Soviet Union.,John Schlesinger,Timothy Hutton,Sean Penn,Pat Hingle
tt0051525,The Defiant Ones,crime,"Two chained-together escaped convicts, white and Black, must learn to get along in order to elude capture.",Stanley Kramer,Tony Curtis,Sidney Poitier,Theodore Bikel
tt0088272,Tightrope,crime,"New Orleans single dad and cop Wes Block goes after a serial rapist-killer, but when he gets too close the hunter suddenly becomes the hunted.","Richard Tuggle, 
Clint Eastwood",Clint Eastwood,Geneviève Bujold,Dan Hedaya
tt0073017,Barbed Wire Dolls,crime,"Women's prison tale, with Lina Romay as Maria who is jailed after killing her father, played by director Jess Franco, who tries to rape her. Lesbian wardens, torture, nudity, sex, insanity and conspiracy round out the formula.",Jesús Franco,Lina Romay,Paul Muller,Monica Swinn
tt0074564,Gator,crime,Agents force a former con man to help them nab a corrupt politician.,Burt Reynolds,Burt Reynolds,Jack Weston,Lauren Hutton
tt0473488,A Guide to Recognizing Your Saints,crime,"Coming-of-age drama about a boy growing up in Astoria, New York during the 1980s. As his friends end up dead, on drugs, or in prison. He comes to believe he has been saved from their fates by various so-called saints.",Dito Montiel,Robert Downey Jr.,Rosario Dawson,Shia LaBeouf
tt0103793,Benny's Video,crime,"A 14-year-old video enthusiast obsessed with violent films decides to make one of his own and show it to his parents, with tragic results.",Michael Haneke,Arno Frisch,Angela Winkler,Ulrich Mühe
tt0041268,Criss Cross,crime,An armored truck driver and his ex-wife conspire with a gang to have his own truck robbed on the route.,Robert Siodmak,Burt Lancaster,Yvonne De Carlo,Dan Duryea
tt7167630,Batman: Gotham by Gaslight,crime,"In an alternative Victorian Age Gotham City, Batman begins his war on crime while he investigates a new series of murders by Jack the Ripper.",Sam Liu,Bruce Greenwood,Jennifer Carpenter,Chris Cox
tt1212974,Bitch Slap,crime,Three bad girls travel to a remote desert hideaway to steal $200 million in diamonds from a ruthless underworld kingpin.,Rick Jacobson,Julia Voth,Erin Cummings,America Olivo
tt0097637,K-9,crime,"To stop an elusive criminal, a maverick detective enlists the aid of a police dog who's an unusually intelligent smart alec.",Rod Daniel,Jim Belushi,Mel Harris,Kevin Tighe
tt0405508,Rang De Basanti,crime,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.",Rakeysh Omprakash Mehra,Aamir Khan,Soha Ali Khan,Siddharth
tt0093229,"Yes, Madam!",crime,Two unlucky thieves break into a just murdered man's hotel room and steal his passport with a hidden microfilm wanted by a triad boss. Two hard kicking women cops from HK and UK get the case.,Corey Yuen,Michelle Yeoh,Cynthia Rothrock,John Sham
tt0104427,Hoffa,crime,"The story of the notorious American labor union figure Jimmy Hoffa, who organizes a bitter strike, makes deals with members of the organized crime syndicate and mysteriously disappears in 1975.",Danny DeVito,Jack Nicholson,Danny DeVito,Armand Assante
tt0404978,Gambit,crime,"An art curator decides to seek revenge on his abusive boss by conning him into buying a fake Monet, but his plan requires the help of an eccentric and unpredictable Texas rodeo queen.",Michael Hoffman,Colin Firth,Cameron Diaz,Alan Rickman
tt0051378,Elevator to the Gallows,crime,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.",Louis Malle,Jeanne Moreau,Maurice Ronet,Georges Poujouly
tt0096098,Shoot to Kill,crime,An F.B.I. Agent teams up with a tracker to pursue a murderer after he vanishes into the mountains and infiltrates a hiking group.,Roger Spottiswoode,Sidney Poitier,Tom Berenger,Kirstie Alley
tt0067810,Sweet Sweetback's Baadasssss Song,crime,"\"After saving a Black Panther from some racist cops, a black male prostitute goes on the run from \"\"the man\"\" with the help of the ghetto community and some disillusioned Hells Angels.\"",Melvin Van Peebles,Melvin Van Peebles,Hubert Scales,John Dullaghan
tt0155711,Flawless,crime,An ultraconservative security guard suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons with the drag queen next door.,Joel Schumacher,Robert De Niro,Philip Seymour Hoffman,Barry Miller
tt4382824,Army of One,crime,"After a personal visit by God himself, the eccentric construction worker Gary Faulkner takes the decision to embark on an adventure in the badlands of Pakistan to bring Al-Qaeda's leader Osama Bin Laden to justice.",Larry Charles,Nicolas Cage,Russell Brand,Wendi McLendon-Covey
tt0039694,The Paradine Case,crime,A happily married London barrister falls in love with the accused poisoner he is defending.,Alfred Hitchcock,Gregory Peck,Ann Todd,Charles Laughton
tt0298744,Auto Focus,crime,The life of TV star Bob Crane and his strange friendship with electronics expert John Henry Carpenter.,Paul Schrader,Greg Kinnear,Willem Dafoe,Maria Bello
tt0091836,Reform School Girls,crime,"A new group of girls arrives at Pridemore Juvenile Facility, where the brutal warden plays favoritism with a few, and treats the rest like animals. But one girl is not taking this horrible treatment lying down.",Tom DeSimone,Linda Carol,Wendy O. Williams,Pat Ast
tt0362511,Dorm Daze,crime,Set during a crazy afternoon in the lives of a dozen college students at a co-ed dorm that starts with the arrival of two very different women with the same name of Dominique.,"David Hillenbrand, 
Scott Hillenbrand",Tatyana Ali,Boti Bliss,Gable Carr
tt7328154,Holiday,crime,"A love triangle featuring the trophy girlfriend of a petty drug lord, caught up in a web of luxury and violence in a modern dark gangster tale set in the beautiful port city of Bodrum on the Turkish Riviera.",Isabella Eklöf,Vic Carmen Sonne,Lai Yde,Thijs Römer
tt15536668,Rheingold,crime,"Capturing the life of German hip-hop rapper, entrepreneur, and ex-convict Giwar Hajabi.",Fatih Akin,Jesse Albert,José Barros,Felix Bold
tt3687186,Heaven Knows What,crime,"A young woman struggles to reconcile her love for her boyfriend and for heroin, as she finds out that suicide is the only way for her boyfriend to forgive her for her misdeed.","Benny Safdie, 
Josh Safdie",Arielle Holmes,Caleb Landry Jones,Buddy Duress
tt15358226,New York Ninja,crime,"Originally shot in 1984 and not finished until 2021, New York Ninja is about a sound technician for a news station (John Liu) who becomes a vigilante ninja in New York City after his pregnant wife is murdered.","John Liu, 
Kurtis Spieler",Don Wilson,Michael Berryman,Linnea Quigley
tt0103805,Beyond the Law,crime,"An undercover cop joins a murderous, arms-dealing biker gang to try to put them behind bars.",Larry Ferguson,Charlie Sheen,Linda Fiorentino,Michael Madsen
tt0094669,Appointment with Death,crime,"When a former prison wardress who dominates the lives of her three adult stepchildren and her daughter is found dead at an archaeological dig near the Dead Sea, there are a great many suspects.",Michael Winner,Peter Ustinov,Lauren Bacall,Carrie Fisher
tt8883524,Bloodline,crime,"Evan values family above all else, and anyone who gets between him, his wife, and newborn son learns that the hard way. But when it comes to violent tendencies, it seems the apple doesn't fall far from the tree.",Henry Jacobson,Seann William Scott,Mariela Garriga,Dale Dickey
tt0454987,Let's Go to Prison,crime,"When a career criminal's plan for revenge is thwarted by unlikely circumstances, he puts his intended victim's son in his place by putting him in prison...and then joining him.",Bob Odenkirk,Dax Shepard,Will Arnett,Chi McBride
tt0070944,The Young Nurses,crime,"Sexy young nurses apply special therapy in their daily rounds, as they work against a drug ring operating out of the hospital.",Clint Kimbrough,Jeane Manson,Ashley Porter,Angela Elayne Gibbs
tt0114576,Sudden Death,crime,A former fireman takes on a group of terrorists holding the Vice President and others hostage during the seventh game of the NHL Stanley Cup finals.,Peter Hyams,Jean-Claude Van Damme,Powers Boothe,Raymond J. Barry
tt6852534,Funhouse,crime,"When 8 celebrities from around the globe are invited to compete in an online reality show, they soon realize that they are playing for their very lives, as those voted off suffer horrific consequences, broadcast live to the entire world.",Jason William Lee,Valter Skarsgård,Khamisa Wilsher,Gigi Saul Guerrero
tt0118966,Desperate Measures,crime,"Frank Conner is an honest police officer who desperately needs to save his son's life. However, after losing all hope, he finds out that a criminal Peter McCabe in jail is his only savior.",Barbet Schroeder,Michael Keaton,Andy Garcia,Brian Cox
tt4054654,Dog Eat Dog,crime,A crew of ex-cons are hired by a Cleveland mafioso to kidnap the baby of a rival mobster.,Paul Schrader,Nicolas Cage,Willem Dafoe,Christopher Matthew Cook
tt3253930,Marshland,crime,Two cops lost in the deep south of Spain. One serial killer to catch. A lot of secrets and lies to disclose.,Alberto Rodríguez,Javier Gutiérrez,Raúl Arévalo,María Varod
tt0109288,Blankman,crime,A simpleton inventor becomes a superhero with a bulletproof costume and a low budget.,Mike Binder,Damon Wayans,David Alan Grier,Robin Givens
tt0082402,Fort Apache the Bronx,crime,"In New York City, South Bronx's main police precinct is nicknamed Fort Apache by its employees who feel like troopers surrounded by hostiles in a wild west isolated outpost.",Daniel Petrie,Paul Newman,Edward Asner,Ken Wahl
tt0368410,The Infernal Rapist,crime,"\"Carlos \"\"El Gato\"\" is a serial rapist",he's condemned to the electric chair,"then he kills them.\"","",""
tt0366777,Millions,crime,"Ethics, being human and the soul come to the fore when a 7-year old finds a bag of Pounds just days before the currency is switched to Euros and learns what we are really made of.",Danny Boyle,Alex Etel,James Nesbitt,Daisy Donovan
tt0399095,Trade,crime,"Adriana, 13, is kidnapped in Mexico City by Russian sex traffickers. Her criminal 17 y.o. brother starts looking for her. Across the border in Texas, he gets help from a cop.",Marco Kreuzpaintner,Kevin Kline,Kathleen Gati,Paulina Gaitan
tt7903530,We Die Young,crime,"Lucas, a 14-year-old boy inducted into the gang life in Washington, D.C., is determined that his 10-year-old brother won't follow the same path. When an Afghanistan war veteran comes into the neighborhood, an opportunity arises.",Lior Geller,Jean-Claude Van Damme,David Castañeda,Elijah Rodriguez
tt0071249,Bring Me the Head of Alfredo Garcia,crime,An American barroom pianist and his prostitute girlfriend go on a trip through the Mexican underworld to collect the bounty on the head of a dead gigolo.,Sam Peckinpah,Warren Oates,Isela Vega,Robert Webber
tt6768578,Dogman,crime,"A timid dog groomer living in a poor suburb sells cocaine on the side and stays out of trouble, while trying to deal with his unstable, violent acquaintance who is a menace to the whole neighborhood.",Matteo Garrone,Marcello Fonte,Edoardo Pesce,Nunzia Schiano
tt1029235,Max Manus: Man of War,crime,The true story about one of the most brilliant saboteurs during World War II and his battle to overcome his inner demons.,"Joachim Rønning, 
Espen Sandberg",Aksel Hennie,Agnes Kittelsen,Nicolai Cleve Broch
tt0220507,Happy End,crime,"When a wife becomes the breadwinner of her family after her husband loses his job, adultery becomes part of her life.",Ji-woo Jung,Choi Min-sik,Jeon Do-yeon,Ju Jin-Mo
tt0227005,Made,crime,"Two aspiring boxers, life-long friends, get involved in a money-laundering scheme through a low-level organized crime group.",Jon Favreau,Vince Vaughn,Jon Favreau,Joe Goossen
tt0038057,Scarlet Street,crime,"A man in mid-life crisis befriends a young woman, though her fiancé persuades her to con him out of the fortune they mistakenly assume he possesses.",Fritz Lang,Edward G. Robinson,Joan Bennett,Dan Duryea
tt11563740,Grim,crime,"Three young beautiful woman; Olivia, Nikki, and Sasha, trying to better their lives after doing a job that they never expected to be doing, come up with a plan to steal from their dangerous...                See full summary »",Chey Loran,Andrew Cereghino,Jeremiah Loiseau,Stephanie Marie Schieder
tt5304688,Bad Sister,crime,"A student at a Catholic school has suspicions when one of the nuns begins acting creepily towards her brother. But she can't tell anyone, because who would believe that a woman of God would do such a thing?",Doug Campbell,Alyshia Ochse,Devon Werkheiser,Ryan Whitney
