movie_id,movie_name,genre,description,director,actor1,actor2,actor3
tt8194186,Body Swap,romance,CJ (played by Ella Jordan) is a high strung business woman working at the Versa Corporation on the biggest deal in her company's history. Casey (Jimmy Kustes) is a laid-back slacker who ...                See full summary »,Timothy Morton,Ella Jordan,Jimmy Kustes,Gunner Willis
tt11213600,Sardar Ka Grandson,romance,A devoted grandson embarks on a complicated and comic journey to fulfill his ailing grandmother's last wish.,Kaashvi Nair,Aditi Rao Hydari,John Abraham,Rakul Preet Singh
tt1239290,Kvinden der drømte om en mand,romance,What happens when a sexual connection overwhelms all your senses? A woman puts everything on the line in pursuit of a passionate affair with a man she hardly knows.,Per Fly,Sonja Richter,Marcin Dorocinski,Michael Nyqvist
tt0030182,The Girl of the Golden West,romance,A bandit disguises himself as an officer in an attempt to woo a saloon singer.,Robert Z. Leonard,Jeanette MacDonald,Nelson Eddy,Walter Pidgeon
tt13118012,You've Got This,romance,"Alex, an advertising creative, wants to be a dad at any cost, but his wife is a lawyer on top of her career and being a mother isn't part of her plans. An unexpected guest will challenge their love.",Salvador Espinosa,Tato Alexander,Moisés Arizmendi,Krizia Bajos
tt0054004,Knights of the Teutonic Order,romance,In the 15th century the Polish-Lithuanian Commonwealth is facing a hard struggle against the neighboring Teutonic Order.Frequent clashes between the two powers finally culminate in 1410 with the Battle of Grunwald.,Aleksander Ford,Urszula Modrzynska,Grazyna Staniszewska,Andrzej Szalawski
tt4419196,Mathilde,romance,"In the twilight of Imperial Russia, prima ballerina Matilda Kshesinskaya becomes the mistress of three Grand Dukes.",Aleksey Uchitel,Michalina Olszanska,Lars Eidinger,Luise Wolfram
tt0280962,Mr In-Between,romance,A hitman falls in love with an old friend and starts questioning the meaning of life. In HD.,Paul Sarossy,Andrew Howard,Geraldine O'Rawe,Andrew Tiernan
tt16023832,March '68,romance,"\"Warsaw, 1968. Students are protesting against the unlawful expulsion of their colleagues from the university and in defense of the \"\"Dziady\"\" (Forefathers' Day) poster","directed by Kazimierz ...                See full summary »\"",/name/nm0485819/,"",""
tt1101026,Admiral,romance,The story of admiral Aleksandr Kolchak who remained faithful to his oath to the Russian Emperor and fought against the Bolshevik rule after the 1917 October Revolution.,Andrey Kravchuk,Konstantin Khabenskiy,Elizaveta Boyarskaya,Sergey Bezrukov
tt0051816,The Key,romance,"During World War II, successive tugboat British Captains sent on dangerous salvage missions pass-on the key to a home-port apartment, where a lonely Swiss-Italian young war-widow lives.",Carol Reed,William Holden,Sophia Loren,Trevor Howard
tt0104727,Life After Sex,romance,"A romantic story about a regular guy who strives for success, sex, and a woman without having to commit. The woman he wants in particular is a Lane Lenhart, who's ardent, dashing, and ...                See full summary »",Serge Rodnunsky,Serge Rodnunsky,Lane Lenhart,Kathleen Beller
tt10738020,Match Me If You Can,romance,"\"When a female computer nerd is rejected by an online dating service as \"\"unmatchable","\"\" she declares war on the dating service",Marian Yeager,"",""
tt0096978,Brenda Starr,romance,"\"A comic book artist struggling with his \"\"Brenda Starr\"\" strip decides to draw himself into it when his comic book character is disappointed and leaves the strip.\"",Robert Ellis Miller,Brooke Shields,Timothy Dalton,Tony Peck
tt0078757,An Almost Perfect Affair,romance,A smalltime US filmmaker goes to Cannes to try to get his movie in the limelight. A wife of one of the producers there gets interested in his story and they begin an affair.,Michael Ritchie,Keith Carradine,Monica Vitti,Raf Vallone
tt0278291,Ajnabee,romance,"A newlywed couple, Raj and Priya, move to Switzerland and become friends with their new neighbors, Vicky and Sonia. But one day, Sonia is murdered and Raj is accused of the murder. He goes on the run in order to prove himself innocent.","Abbas Alibhai Burmawalla, 
Mastan Alibhai Burmawalla",Akshay Kumar,Bobby Deol,Kareena Kapoor
tt0066623,The Fourth Victim,romance,"A wealthy Englishman finds his third wife dead. After the police discover that his first two wives had also died suddenly, an investigation is launched. Meanwhile, a new neighbor moves in and becomes very interested in Arthur.",Eugenio Martín,Carroll Baker,Michael Craig,Miranda Campa
tt26340605,Love Evolving,romance,A vibrant collection of short films - by turns gritty and dreamlike - exploring the changes and complexities of a Love Evolving.,"Vincent Annen, 
Pauline Beugnies, 
Beau Han Bridge, 
Noam Greif, 
Gwenn Joyaux, 
Guillermo Trochon",Naama Amit,Claire Beugnies,Fiorella Bottaioli
tt14418138,True to the Game 3,romance,"The trilogy picks right up where True 2 left us. Gena's awakes to find that her mysterious savior is Quadir. Before happily ever after, Gena has 72 hours to go back to Philly to check on Bria and Gah Git and let them know of her plans.",David Wolfgang,Malik Barnhardt,Starletta DuPois,Omar Gooding
tt15509564,Ranga Ranga Vaibhavanga,romance,"Two childhood buddies develop a dislike for each other after an event, which continues even after they become adults. When they enroll in the same medical college, they decide to patch up and gradually develop fondness for each other.",Gireesaaya,Mohammad Ali,Naveen Chandra,Shobhita Rana
tt1398923,Be My Teacher,romance,"Alecia Willis is a young school teacher who gets too close to one of her students Evan, a mature high school senior falls in love with his English teacher. Evan is very persistent in his ...                See full summary »",Lakisha R. Lemons,Derek Lee Nixon,LaTeace Towns-Cuellar,John Devereaux
tt5358948,One Night Stand,romance,The story is about Urvil Raisingh and Celina who meet at an event and a memorable night later. Returning back home they continue with their lives. The memories of Celina haunt Urvil. What happens next forms the crux of the unfolding drama. One Night Stand explores the hypocritical world we live in. What is it that Urvil wants?,Jasmine D'Souza,Tanuj Virwani,Sunny Leone,Narendra Jetley
tt0240500,Fast Lane to Malibu,romance,"Two roommates take a roadtrip to Malibu hoping to attend a sorority party. However, their journey is filled with many distractions.",Kelley Cauthen,Tracy Ryan,Steve Curtis,Renee Rea
tt15417010,Hold My Hand,romance,The comfort-seeking Maja tries to regain control over her life following her recent divorce. 'Take My Hand' is a romantic comedy with all the drama that follows when our perceptions of love are turned upside down.,Lars Kaalund,Mille Dinesen,Ulrich Thomsen,Casper Crump
tt5179576,The Black Devil and the White Prince,romance,"\"Yu believes that she's in-love with the White Prince \"\"Shirakawa\"\". But every encounter with the abusive Black Devil \"\"Kurosaki\"\" who she hates","she gets one step closer to loving him.\"",/name/nm2432984/,"",""
tt13131798,Maha Samudram,romance,"Set in Visakhapatnam, the story is about four lives and their roller-coaster romantic ride.",Ajay Bhupathi,Sharwanand,Siddharth,Aditi Rao Hydari
tt0339071,Girls Will Be Girls,romance,"Three actresses at various places on the Hollywood food chain navigate the minefield of love, aging, and ambition. Oh, and they're all played by men!",Richard Day,Jack Plotnick,Clinton Leupp,Jeffery Roberson
tt0052191,The Sheriff of Fractured Jaw,romance,"After inadvertently stopping an Indian attack on his stagecoach while traveling in the American West, an English gentleman finds himself appointed sheriff of a nearby town.",Raoul Walsh,Kenneth More,Jayne Mansfield,Henry Hull
tt1145157,The Jerk Theory,romance,"The lead singer/guitarist of a high school rock band openly and unapologetically proclaims himself a newly converted jerk; however, the right girl comes along who could change him back to his former sweet self.",Scott S. Anderson,Josh Henderson,Jenna Dewan,Lauren Storm
tt0046683,The Adventures of Hajji Baba,romance,"In Ispahan, Persia, a barber mistakes an emerald ring as the prize to be delivered to a prince known far and wide, only to realize that a runaway Princess is the real treasure awaited, promising to escort her to her final destination.",Don Weis,John Derek,Elaine Stewart,Thomas Gomez
tt14546082,Love Will Tear Us Apart,romance,"Ten years ago, Lu Qinyang confessed his love for Ling Yiyao in front of the whole school. He promised to marry her in the future and never regret it.",Sha Mo,Chuxiao Qu,Jingyi Zhang,Sun Ning
tt0037384,Together Again,romance,A prim and proper widow who has succeeded him as mayor of a provincial Vermont town hires a worldly New York sculptor for her husband's statue.,Charles Vidor,Irene Dunne,Charles Boyer,Charles Coburn
tt9554316,The Flowers of Evil,romance,"A college student steals the panties of a girl he likes and gets witnessed, which sets off a chain of events that send his life and the lives of others around him out of control.",Noboru Iguchi,Shiori Akita,Honora,Marie Iitoyo
tt0150464,In All Innocence,romance,"Cécile and Samira can't pay their expensive Paris rent. Walking down the street the two girls see an art gallery reception and finesse their way in. In attendance are Michel Farnèse, a very...                See full summary »",Pierre Jolivet,Gérard Lanvin,Carole Bouquet,Virginie Ledoyen
tt1105747,Yuvvraaj,romance,Two estranged brothers must learn to work together to claim their rightful share of an inheritance left solely to their eldest sibling.,Subhash Ghai,Salman Khan,Anil Kapoor,Zayed Khan
tt0066144,The Night of the Sorcerers,romance,An African expedition encounters vampires at the site of an ancient sacrificial altar.,Amando de Ossorio,Simón Andreu,Kali Hansa,María Kosty
tt10076106,Manmadhudu 2,romance,"Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.",Rahul Ravindran,Nagarjuna Akkineni,Rakul Preet Singh,Vennela Kishore
tt0295876,Beneath Clouds,romance,Lena is the daughter of an Aboriginal mother and Irish father and Vaughn is a Murri boy doing time in a minimum security prison in North West NSW. Dramatic events throw them together on a journey with no money and no transport.,Ivan Sen,Dannielle Hall,Damian Pitt,Jenna Lee Connors
tt0042376,The Damned Don't Cry,romance,A New York socialite climbs the ladder of success man by man until a life among rich gangsters gives her what she thought she always wanted.,Vincent Sherman,Joan Crawford,David Brian,Steve Cochran
tt0039391,Forever Amber,romance,"In seventeenth-century England, Amber St. Clair aims to raise herself from country girl to nobility, and succeeds, but loses her true love in the process.","Otto Preminger, 
John M. Stahl",Linda Darnell,Cornel Wilde,Richard Greene
tt12952242,New Jin Pin Mei III,romance,Add a Plot,Yui-Ming Tam,Tsung-Kuan Huang,Lap-Man Tan,Si-Man Yeung
tt4944658,The Lighthouse of the Whales,romance,A mother with an autistic child travel from Spain to Argentina looking to help her son to connect with his emotions.,Gerardo Olivares,Maribel Verdú,Joaquín Furriel,Joaquín Rapalini
tt0037630,Les Dames du Bois de Boulogne,romance,A society lady engineers a marriage between her lover and a cabaret dancer who is essentially a prostitute.,Robert Bresson,Paul Bernard,María Casares,Elina Labourdette
tt0035195,Pittsburgh,romance,"Charles 'Pittsburgh' Markham rides roughshod over his friends, his lovers, and his ideals in his trek toward financial success in the Pittsburgh steel industry, only to find himself ...                See full summary »",Lewis Seiler,Marlene Dietrich,John Wayne,Randolph Scott
tt10752266,Dangerous Methods,romance,"An ambitious Hollywood assistant finds herself in a hellish, live-or-death situation when she agrees to live in isolation with an overbearing Method actor who wants an extreme experience ...                See full summary »",Humberto Rosa,Nicky Whelan,Costas Mandylor,Rachele Brooke Smith
tt1609168,Vinnaithaandi Varuvaayaa,romance,An aspiring filmmaker goes through the ups and downs of romance when he falls for a Christian woman who says she only wants to be friends.,Gautham Vasudev Menon,Silambarasan Rajendar,Trisha Krishnan,Vtv Ganesh
tt0044762,Jack and the Beanstalk,romance,"Abbott & Costello's version of the famous fairy tale, about a young boy who trades the family cow for magic beans.",Jean Yarbrough,Bud Abbott,Lou Costello,Buddy Baer
tt4508986,What's Left of You,romance,Ozgur a young boy who lost his parents since childhood was heir to his grandfather's wealth but there is one condition that he has to live a while in a village otherwise it will be donated ...                See full summary »,Abdullah Oguz,Neslihan Atagül,Ekin Koç,Zeynep Kankonde
tt13255818,"While My Boss Was Out on A Business Trip, I Spent Three Days with My Boss's Wife Being Fucked",romance,Add a Plot,Tsukasa Aoi,"","",""
tt0039337,Down to Earth,romance,"Upset about a new Broadway musical's mockery of Greek mythology, the goddess Terpsichore comes down to earth and lands a part in the show. She works her charms on the show's producer and he...                See full summary »",Alexander Hall,Rita Hayworth,Larry Parks,Marc Platt
tt8039362,Marrying Mr. Darcy,romance,"Elizabeth, a down to earth school teacher and Donovan, a reserved NewYork businessman, are very different. Which means their engagement and wedding is nothing if unpredictable.",Steven R. Monroe,Cindy Busby,Ryan Paevey,Frances Fisher
tt4114744,Whisper If I Forget,romance,An old pop singer who has Alzheimer's returns to her old house where she remembers her old days of climbing the stairs of fame and fortune while trying to deal with her older sister who holds her responsible for her ruined life.,Çagan Irmak,Farah Zeynep Abdullah,Mehmet Günsür,Kerem Bürsin
tt1934269,Yossi,romance,"\"This sequel to \"\"Yossi and Jagger\"\" finds Dr. Yossi Gutmann reminiscing about his love ten years after his death. When he encounters a group of young soldiers",one of them,"reignites his romantic feelings.\"","",""
tt2424028,Bring Me the Head of the Machine Gun Woman,romance,"Timid, video game-loving DJ Santiago seemingly digs his own grave when he agrees to bring a violent criminal kingpin the head of Machine Gun Woman.",Ernesto Díaz Espinoza,Fernanda Urrejola,Matías Oviedo,Jorge Alís
tt0078024,Oliver's Story,romance,"In this sequel to Love Story (1970), grieving Oliver is being pressured by his in-laws to move on and take part in the family business. He meets a pretty heiress and they start dating, but memories of Jennie come rushing back.",John Korty,Ryan O'Neal,Candice Bergen,Nicola Pagett
tt0976026,Cheeni Kum,romance,An egotistical 64-year-old chef and confirmed bachelor falls for a woman 30 years his junior.,R. Balki,Amitabh Bachchan,Tabu,Paresh Rawal
tt0051204,Woman in a Dressing Gown,romance,"A middle-aged married woman is shocked to discover that her husband, whom she thought was content in their marriage, has become infatuated with a beautiful younger woman and plans to leave his family for her.",J. Lee Thompson,Yvonne Mitchell,Anthony Quayle,Sylvia Syms
tt0375782,"Gone, But Not Forgotten",romance,Questions about the identity of an amnesiac (Matthew Montgomery) threaten his romance with the park ranger (Aaron Orr) who rescued him.,Michael D. Akers,Matthew Montgomery,Aaron Orr,Ariadne Shaffer
tt1059200,Hwang Jin Yi,romance,"The life of the famous gisaeng (female entertainer), Hwang Jin Yi, who lived in 16th century Korea.",Yun-hyeon Jang,Song Hye-Kyo,Yoo Ji-tae,Seung-ryong Ryu
tt0058326,Swastika,romance,A childless housewife falls in love with a beautiful model.,Yasuzô Masumura,Ayako Wakao,Kyôko Kishida,Eiji Funakoshi
tt0103936,Chain of Desire,romance,A series of unrelated amorous lovers are connected by a chain of desire.,Temístocles López,Linda Fiorentino,Elias Koteas,Angel Aviles
tt1740710,Mere Brother Ki Dulhan,romance,A quirky rom-com where Kush finds the ideal Indian bride Dimple for his brother Luv and a series of comical and unpredictable events follow.,Ali Abbas Zafar,Imran Khan,Katrina Kaif,Ali Zafar
tt2298384,Love is in the Air,romance,"Antoine is a lawyer living in New York. On his way back to France for the final round of a job interview, Antoine finds himself sitting right next to his ex-girlfriend Julie. With a ...                See full summary »",Alexandre Castagnetti,Ludivine Sagnier,Nicolas Bedos,Jonathan Cohen
tt15295240,Love 360,romance,"The plot of Love 360 revolves around the couple Ram and Janaki, who face countless obstacles in the path of their true love.",Shashank,Sajjad Dolati,Rachana Inder,Praveen
tt1473063,The Well Digger's Daughter,romance,"In 1930s southern France, a father is torn between his sense of honor and his deep love for his daughter when she gets in trouble with the wealthy son of a shopkeeper.",Daniel Auteuil,Daniel Auteuil,Astrid Bergès-Frisbey,Nicolas Duvauchelle
tt0078771,Love on the Run,romance,"Antoine Doinel is now more than thirty. He divorces from Christine. He is a proofreader, and is in love with Sabine, a record seller. Colette, his teenager love, is now a lawyer. She buys ...                See full summary »",François Truffaut,Jean-Pierre Léaud,Claude Jade,Marie-France Pisier
tt23867462,Stuck with You,romance,"On their way to a party on new years eve, a couple of strangers get stuck in an elevator - and has to get to know to each other.",Frank Bellocq,Kev Adams,Camille Lellouche,""
tt0094820,Bye Bye Baby,romance,A married couple from Milan is tempted into mutual betrayal during a holiday in Mauritius Islands.,Enrico Oldoini,Carol Alt,Luca Barbareschi,Brigitte Nielsen
tt10223546,You Deserve a Lover,romance,"After Rémi's infidelity, Lila has a hard time dealing with their break-up. One day, he announces that he will travel alone to Bolivia to try to understand his mistakes.",Hafsia Herzi,Hafsia Herzi,Djanis Bouzyani,Jérémie Laheurte
tt0273452,Bandhan,romance,A united household is shaken to the core when Raju's (Salman Khan's) brother-in-law marries a prostitute.,"K. Muralimohana Rao, 
Rajesh Malik",Jackie Shroff,Salman Khan,Rambha
tt1706414,The Edge,romance,"In 1945, Soviet war hero Ignat is sent to work as a locomotive mechanic in a Siberian labor camp where he meets an assortment of Germans and Russians.",Aleksey Uchitel,Vladimir Mashkov,Anjorka Strechel,Yuliya Peresild
tt7142036,Kamalar Banabas,romance,"Watch the full movie, Kamalar Banabas, only on Eros Now. Kamala was the only daughter of King Shanchi and his wife Chitra. One day Kamala meets Kanchan Kumar who was also a prince. After ...                See full summary »",Swapan Saha,Kaushik Banerjee,Rimashree Biswas,Subhendu Chatterjee
tt4178986,Fakat Müzeyyen Bu Derin Bir Tutku,romance,"The 'writer' Arif, who is trying to write his first book, spends a considerable part of his time by thinking about the book. According to him, life contains many unresolved questions, ...                See full summary »",Çigdem Vitrinel,Erdal Besikçioglu,Sezin Akbasogullari,Erdinç Gülener
tt16607614,A Mero Hajur 4,romance,It follows a vibrant couple as they meet and fall in love. Some unexpected things happen that make everything take a turn. Will everything be sorted out between them?,Jharana Thapa,Salon Basnet,Narendra Singh Dhami,Laxmi Giri
tt0074553,From Noon Till Three,romance,"After spending 3 unforgettable hours with an outlaw, a beautiful young widow turns her story into a worldwide famous book.",Frank D. Gilroy,Charles Bronson,Jill Ireland,Douglas Fowley
tt15939090,Burning Patience,romance,Mario is a young fisherman who dreams of becoming a poet. He gets a job as the postman to Pablo Neruda when the legendary writer moves there after being exiled from Chile.,Rodrigo Sepúlveda,Amalia Kassai,Daniel Muñoz,Andrew Bargsted
tt0181530,East/West,romance,"In June 1946, Stalin invites the Russian exiled from the 1917 Revolution to return home. When the ships comes ashore in Odessa, the passengers are divided in two groups and one of them is ...                See full summary »",Régis Wargnier,Oleg Menshikov,Sandrine Bonnaire,Catherine Deneuve
tt15891388,Miss Shetty Mr Polishetty,romance,Add a Plot,Mahesh Babu P.,Anushka Shetty,Naveen Polishetty,Koushik Mahata
tt8414124,Zwischen Sommer und Herbst,romance,"\"17-year-old Lena falls in love with Eva, her older brother's new girlfriend. With a lot of witty dialogue, \"\"Between Summer and Fall\"\" tells the story of how two people slowly grow close to ...                See full summary »\"",Daniel Manns,Linn Reusse,Isabel Thierauch,Hannes Sell
tt16952820,La passagère,romance,Woman works alongside her fisherman husband on an Island off France's Atlantic coast but their happy existence is thrown into question by the arrival of a trainee.,Héloïse Pelloquet,Cécile de France,Grégoire Monsaingeon,Félix Lefebvre
tt8069578,Daffodils,romance,A bittersweet love story told with beautiful re-imaginings of iconic New Zealand songs.,David Stubbs,Rose McIver,George Mason,Kimbra
tt0042006,The Undercover Man,romance,Treasury Department agent Frank Warren takes on the case of a mob leader who has evaded paying taxes on his ill-gotten gains.,Joseph H. Lewis,Glenn Ford,Nina Foch,James Whitmore
tt0272118,Haathi Mere Saathi,romance,"Orphaned Raju, in the company of four elephants, has to perform with them at street corners, in order to keep alive. Slowly he amasses a fortune, and is able to build his own private zoo, ...                See full summary »",M.A. Thirumugham,Rajesh Khanna,Tanuja Samarth,David Abraham
tt0046076,Miss Sadie Thompson,romance,A self-righteous missionary man seeks to save the soul of a former prostitute.,Curtis Bernhardt,Rita Hayworth,José Ferrer,Aldo Ray
tt0037722,The Frozen Ghost,romance,A stage mentalist involved in a mysterious death and a discredited plastic surgeon are among the assorted characters involved in mysterious goings-on in an eerie wax museum.,Harold Young,Lon Chaney Jr.,Evelyn Ankers,Milburn Stone
tt2805814,Other People's Children,romance,"A filmmaker, reeling from the death of her famous father, falls down the rabbit hole of a charismatic homeless man who becomes the subject of her latest documentary and her new love interest.",Liz Hinlein,Diane Gaeta,Chad Michael Murray,Michael Mosley
tt1272041,My Queen Karo,romance,A young girl witnesses the moral dilemmas of free love when her parents join a squatter community in 1970s Amsterdam.,Dorothée Van Den Berghe,Anna Franziska Jaeger,Déborah François,Matthias Schoenaerts
tt8739582,Almost Love,romance,An ensemble comedy about romance in the modern era.,Mike Doyle,Scott Evans,Augustus Prew,Michelle Buteau
tt1301698,1920,romance,"After forsaking his family and religion, a husband finds his wife is demoniacally possessed.",Vikram Bhatt,Rajneesh Duggal,Adah Sharma,Anjori Alagh
tt10569638,Miss U Mister,romance,Newlyweds Varun and Kaveri are forced to live apart for 18 months after their financial circumstances lead Varun to take up a job in London. The prolonged parting and the limitations of a ...                See full summary »,Sameer Joshi,Rajan Bhise,Siddharth Chandekar,Mrunmayee Deshpande
tt10756160,Teenage Girl: First Wheels,romance,"When her family goes out of town, Alex and her fellow band geek friend Claire decide to take her brother's candy apple red 1966 Mustang on weekend joyride in hopes of appearing cool and impressing her high school crush.",Aaron Lee Lopez,Claire Tablizo,Jaeden Riley Juarez,Lexi Villarreal
tt0204932,A Summer Tale,romance,Two kids move in with a lonely undertaker who is secretly in love with the town's school teacher.,Ulf Malmros,Kjell Bergqvist,Anastasios Soulis,Rebecca Scheja
tt0475723,Shinobi: Heart Under Blade,romance,Star-crossed lovers must fight on opposing sides in a battle that will determine the next Shogun.,Ten Shimoyama,Yukie Nakama,Joe Odagiri,Tomoka Kurotani
tt5537228,Everybody Loves Somebody,romance,"A single, successful career woman asks her co-worker to pose as her boyfriend at a family wedding back home in Mexico. Her situation gets complicated when her ex shows up at the ceremony.",Catalina Aguilar Mastretta,Karla Souza,José María Yazpik,Ben O'Toole
tt13393728,The Con-Heartist,romance,"Ina, whose ex-boyfriend runs off, leaving her in debt, manages to catch on a cunning con artist who tries to con her. But instead of turning him to the police, she hires this con artist to swindle her ex-boyfriend to get revenge.",Mez Tharatorn,Nadech Kugimiya,Pimchanok Luevisadpaibul,Thiti Mahayotaruk
tt0086231,Sagara Sangamam,romance,"A classical dancer, Balakrishna, faces many struggles, but is eventually redeemed.",K. Viswanath,Kamal Haasan,Jaya Prada,Sarath Babu
tt0083006,Rollover,romance,The wife of a murdered petrochemical company chairman and a banker investigating the liquidity of his new bank stumble upon an international financial scheme that could lead to global economic collapse.,Alan J. Pakula,Jane Fonda,Kris Kristofferson,Hume Cronyn
tt4097826,The Firefly,romance,"After the sudden death of her estranged brother, Lucia accidentally meets his fiancée and falls in love with her.",Ana Maria Hermida,Carolina Guerra,Olga Segura,Manuel José Chaves
tt0119001,Dogtown,romance,"Philip Van Horn, who left his small town a long time ago to become a Hollywood actor and hasn't had any success at that, returns to the town for a visit. There he is uniformally met like ...                See full summary »",George Hickenlooper,Rory Cochrane,David Shackelford,Trevor St. John
tt0120865,This Is My Father,romance,"A middle-aged teacher discovers photos from his mother's past that convinces him that she has not told the truth about his real father. Venturing into Ireland where he believes his real father to be, a past romance slowly unfolds.",Paul Quinn,Aidan Quinn,James Caan,Jacob Tierney
tt0073781,Queen of the Gypsies,romance,"Rada, a beautiful and very proud gipsy girl is used to steal men's hearts and monk them. Zobar is a horse thief who's heart is stolen by Rada and his mind is bewitched. He is ready to give up his freedom but not his pride.",Emil Loteanu,Grigore Grigoriu,Svetlana Toma,Barasbi Mulayev
tt9319874,Maara,romance,"When Paaru sees a fairy tale she heard from a stranger as a child painted across the walls of a coastal town, she goes in search of the man who painted it - Maara.",Dhilip Kumar,Madhavan,Shraddha Srinath,Shivada Nair
tt4401884,Isai,romance,"A maestro decides to snuff out his subordinate, after the latter subdued all his fame.",S.J. Suryah,S.J. Suryah,Sathyaraj,Sulagna Panigrahi
tt1079360,The Girl from the Naked Eye,romance,"\"When Sandy, a call girl at \"\"The Naked Eye\"\"",ends up dead,Jake,"",""
tt0019735,Bulldog Drummond,romance,A bored WWI veteran helps out a young woman whose uncle is being held hostage by embezzlers.,F. Richard Jones,Ronald Colman,Claud Allister,Lawrence Grant
tt0073822,The Magic Flute,romance,"The story of the prince Tamino and his zestful sidekick Papageno, who are sent on a mission to save a beautiful princess from the clutches of evil.",Ingmar Bergman,Ulrik Cold,Josef Köstlinger,Irma Urrila
tt0051364,"Another Time, Another Place",romance,"An American war correspondent falls in love with a BBC reporter, but their relationship seems doomed from the start.",Lewis Allen,Lana Turner,Barry Sullivan,Glynis Johns
tt0023982,"Elmer, the Great",romance,"Country bumpkin Elmer Kane joins the Chicago Cubs as the greatest hitter in baseball. His skill with a bat takes the team to the World Series, but on the way to the championship he has to deal with gamblers and crooked pitchers.",Mervyn LeRoy,Joe E. Brown,Patricia Ellis,Frank McHugh
tt1180583,Vaaranam Aayiram,romance,"A father and son help each other through growing up, romance, tragedy, and adventure.",Gautham Vasudev Menon,Suriya,Simran,Ramya
tt0021310,Romance,romance,"Young Harry is in love and wants to marry an actress, much to the displeasure of his family. Harry thinks that Bishop Armstrong knows nothing about love, so Armstrong tells him the story of...                See full summary »",Clarence Brown,Greta Garbo,Lewis Stone,Gavin Gordon
tt0492533,Lover,romance,"Her lover has never taken a dangerous risk in his life. She has been for seven years and is going to get married next month. One day she meets a handsome stranger, who asked her to spend ...                See full summary »",Eun-tae Kim,Hyun-Ah Sung,Dong-Hyuk Cho,Ye-ryeong Kim
tt14371818,Hear Me Out,romance,"A fifty-year old history professor who discovers that he's losing his hearing and starts having a recluse life because of his handicap. His encounter with Claire, a widow whose daughter is mute, will help him open up again to the world.",Pascal Elbé,Sandrine Kiberlain,Pascal Elbé,Valérie Donzelli
tt0112604,Butterfly Kiss,romance,"Eunice is walking along the highways of northern England from one filling station to another. She is searching for Judith, the woman, she says to be in love with. It's bad luck for the ...                See full summary »",Michael Winterbottom,Amanda Plummer,Kathy Jamieson,Saskia Reeves
tt0045586,By the Light of the Silvery Moon,romance,"Marjorie Winfield's engagement to Bill Sherman, who has just arrived home from fighting in World War I, serves as the backdrop for the trials and tribulations of her family.",David Butler,Doris Day,Gordon MacRae,Leon Ames
tt0049515,Mohawk,romance,"In 1700s New York, a Boston artist working in the remote Fort Alden is torn between his love for 2 women and thrown into the middle of a Mohawk-Iroquois-American war.",Kurt Neumann,Scott Brady,Rita Gam,Neville Brand
tt0337960,Danny Deckchair,romance,An Aussie becomes a national sensation when he lifts off in his deck chair tied to balloons.,Jeff Balsmeyer,Rhys Ifans,Miranda Otto,Justine Clarke
tt16175706,He's Into Her: The Movie Cut,romance,"A spunky teenage girl from Mindoro, moves to Manila to live with her estranged father and study in a prestigious school. She clashes with basketball varsity captain, unaware that their one-upmanship will blossom into something beautiful.",Chad Vidanes,Belle Mariano,Donny Pangilinan,Rhys Miguel Eugenio
tt2976920,Violette,romance,"Violette Leduc, born a bastard at the beginning of last century, meets Simone de Beauvoir in the years after the war in St-Germain-des-Prés. Then begins an intense relationship between the ...                See full summary »",Martin Provost,Emmanuelle Devos,Sandrine Kiberlain,Olivier Gourmet
tt13387422,"Vengeance Is Mine, All Others Pay Cash",romance,"\"In a society ruled by machismo, a hibernating \"\"bird\"\" becomes a serious matter. In a life of brutality",the sleeping bird is an allegory for a peaceful and serene life,Edwin,"",""
tt0038084,She Wouldn't Say Yes,romance,"Susan Lane is a gifted psychiatrist, grounded in self-control. Before returning by train to her practice in Chicago, she spends time back East with war veterans, building their self-esteem,...                See full summary »",Alexander Hall,Rosalind Russell,Lee Bowman,Adele Jergens
tt2914760,Malibu Road,romance,"Fast living Los Angelenos are targeted by the Central Intelligence Agency during Operation Midnight Climax, part of MKUltra.",Montgomery Markland,Jessica Jade Andres,Michael Andricopoulos,Lillian Solange Beaudoin
tt1551621,Raging Phoenix,romance,"A violent gang is abducting and killing women around Thailand. Sanim and his friends, having had loved ones abducted, have joined together to break the gang of kidnappers. In a botched ...                See full summary »",Rashane Limtrakul,JeeJa Yanin,Kazu Patrick Tang,Nui Saendaeng
tt0055905,Diamond Head,romance,"In 1950s Hawaii, a bigoted and ruthless land baron, with political ambitions, bans his sister from marrying a native even though he himself has secretly impregnated a native woman.",Guy Green,Charlton Heston,Yvette Mimieux,George Chakiris
tt1815799,Beloved,romance,"In London, a mother and daughter navigate their respective romances: Madeline rekindles an affair from thirty years earlier, while her daughter Vera is caught between a musician who cannot commit and her ex, who still pines for her.",Christophe Honoré,Catherine Deneuve,Ludivine Sagnier,Chiara Mastroianni
tt13164942,My Wonderful Life,romance,"Middle-aged Joanna tries tirelessly to reconcile being a mother, daughter, grandmother, wife, lover, housewife and high-school teacher. But she seems to be losing her patience.",Lukasz Grzegorzek,Agata Buzek,Jacek Braciak,Adam Woronowicz
