movie_id,movie_name,genre,description,director,actor1,actor2,actor3
tt0382189,My Summer of Love,romance,"In the Yorkshire countryside, working-class tomboy Mona meets the exotic, pampered Tamsin. Over the summer season, the two young women discover they have much to teach one another, and much to explore together.",Pawel Pawlikowski,Natalie Press,Emily Blunt,Paddy Considine
tt0335559,Win a Date with Tad Hamilton!,romance,"A small-town girl wins a date with a male celebrity through a contest. When the date goes better than expected, a love triangle forms between the girl, the male celebrity, and the girl's best friend.",Robert Luketic,Kate Bosworth,Josh Duhamel,Topher Grace
tt0402894,Casanova,romance,"The fabled romantic Giacomo Casanova, after failing to win the affection of the Venetian woman Francesca Bruni, strives to discover the real meaning of love.",Lasse Hallström,Heath Ledger,Sienna Miller,Jeremy Irons
tt0107840,Poetic Justice,romance,"Grieving hairdresser, Justice, goes on a road trip from South Central L.A. to Oakland on a mail truck alongside her friend and a postal worker which she cannot stand",John Singleton,Janet Jackson,Tupac Shakur,Regina King
tt6910282,Bergman Island,romance,A couple retreat to the island that inspired Ingmar Bergman to write screenplays for their upcoming films when the lines between reality and fiction start to blur.,Mia Hansen-Løve,Vicky Krieps,Tim Roth,Grace Delrue
tt0347618,The Cat Returns,romance,"After helping a cat, a seventeen-year-old girl finds herself involuntarily engaged to a cat Prince in a magical world where her only hope of freedom lies with a dapper cat statuette come to life.",Hiroyuki Morita,Chizuru Ikewaki,Yoshihiko Hakamada,Aki Maeda
tt0087425,Hot Dog... The Movie,romance,Harkin Banks heads to skiing championships in California. A teen runaway tags along as he parties and competes with friends and foes.,Peter Markle,David Naughton,Patrick Houser,Tracy Smith
tt0100485,Revenge,romance,"A retired US Navy pilot comes to Mexico, where he falls in love with the wife of a powerful businessman. The consequences will be cruel and unforeseen.",Tony Scott,Kevin Costner,Anthony Quinn,Madeleine Stowe
tt13391708,The Five Devils,romance,"Vicky lives with her mother Joanne and father Jimmie, a man struggling to find his place. When Vicky's aunt Julia arrives after being released from prison, her presence brings back the past in a violent, magical way.",Léa Mysius,Adèle Exarchopoulos,Swala Emati,Sally Dramé
tt8075260,Someone Great,romance,"After a devastating break up on the eve of her cross-country move, Jenny enjoys one last NYC adventure with her two best pals. Someone Great is a romantic comedy about love, loss, growth and the everlasting bond of female friendship.",Jennifer Kaytin Robinson,Gina Rodriguez,LaKeith Stanfield,Brittany Snow
tt0044672,The Greatest Show on Earth,romance,"The dramatic lives of trapeze artists, a clown, and an elephant trainer are told against a background of circus spectacle.",Cecil B. DeMille,James Stewart,Charlton Heston,Betty Hutton
tt1151922,Miss March,romance,"Eugene believes in no sex before marriage. So DID his girlfriend, Cindi. His BFF loves sex. At Senior Prom, just before sex with Cindi, he falls into a coma. Waking up 4 years later, his Cindi is Miss March in Playboy. Can he get her back?","Zach Cregger, 
Trevor Moore",Zach Cregger,Trevor Moore,Raquel Alessi
tt1840911,Angels of Sex,romance,The established relationship between university student Bruno and aspiring photographer Carla is thrown into turmoil when Bruno feels drawn to sexy karate instructor/break dancer Rai. Complications ensue.,Xavier Villaverde,Astrid Bergès-Frisbey,Álvaro Cervantes,Llorenç González
tt0118125,The Watermelon Woman,romance,"A young black lesbian filmmaker probes into the life of The Watermelon Woman, a 1930s black actress who played 'mammy' archetypes.",Cheryl Dunye,Cheryl Dunye,Guinevere Turner,Valarie Walker
tt0086617,The Year of Living Dangerously,romance,A young Australian reporter tries to navigate the political turmoil of Indonesia during the rule of President Sukarno with the help of a diminutive photographer.,Peter Weir,Mel Gibson,Sigourney Weaver,Linda Hunt
tt0338096,Dirty Dancing: Havana Nights,romance,"High school senior Katey moves to Havana in November 1958, when her dad gets a promotion at Ford. She meets a local waiter, who introduces her to sensual Cuban music/dance. They enter a big dance contest for the prize when he gets fired.",Guy Ferland,Diego Luna,Romola Garai,Sela Ward
tt15340724,20th Century Girl,romance,"In 1999, a teen with a heart of gold begins keeping close tabs on a popular classmate as a favor to her smitten best friend.",Woo-ri Bang,Kim Yoo-jeong,Han Hyo-joo,Yuuki Luna
tt1266029,Nowhere Boy,romance,"A chronicle of John Lennon's first years, focused mainly in his adolescence and his relationship with his stern aunt Mimi, who raised him, and his absentee mother Julia, who re-entered his life at a crucial moment in his young life.",Sam Taylor-Johnson,Aaron Taylor-Johnson,Kristin Scott Thomas,Anne-Marie Duff
tt0422093,Diary of a Mad Black Woman,romance,A couple's seemingly solid marriage begins to crumble when the wife discovers that her husband intends to divorce her.,Darren Grant,Kimberly Elise,Steve Harris,Tyler Perry
tt0065446,The Ballad of Cable Hogue,romance,"A hobo accidentally stumbles onto a water spring, and creates a profitable way station in the middle of the desert.",Sam Peckinpah,Jason Robards,Stella Stevens,David Warner
tt0081614,Tender Cousins,romance,"With Adolf Hitler threatening Europe, against the backdrop of the deceptively peaceful summer of 1939, 14-year-old Julien experiences the intoxicating effects of first love, smitten with his beautiful 16-year-old cousin Julia.",David Hamilton,Thierry Tevini,Anja Schüte,Valérie Dumas
tt0057345,Contempt,romance,Screenwriter Paul Javal's marriage to his wife Camille disintegrates during movie production as she spends time with the producer. Layered conflicts between art and business ensue.,Jean-Luc Godard,Brigitte Bardot,Jack Palance,Michel Piccoli
tt13207508,Swan Song,romance,"In the near future, a terminally ill man explores a heart wrenching, emotionally complex solution to save his wife and son from grief by duplicating himself without them knowing.",Benjamin Cleary,Mahershala Ali,Naomie Harris,Awkwafina
tt2547584,The Light Between Oceans,romance,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.,Derek Cianfrance,Michael Fassbender,Alicia Vikander,Rachel Weisz
tt0089208,Girls Just Want to Have Fun,romance,"\"Janey is new in town and soon meets Lynne, who shares her passion for dancing in general and \"\"Dance TV\"\" in particular.\"",Alan Metter,Biff Yeager,Kristi Somers,Richard Blade
tt4081630,The Valet,romance,A movie star enlists a parking valet at a Beverly Hills restaurant to pose as her lover to cover for her relationship with a married man.,Richard Wong,Eugenio Derbez,Samara Weaving,Max Greenfield
tt1331064,Paper Heart,romance,Charlyne Yi embarks on a quest across America to make a documentary about the one subject she doesn't fully understand: Love.,Nicholas Jasenovec,Charlyne Yi,Michael Cera,Jake Johnson
tt1126618,Morning Glory,romance,An upstart television producer accepts the challenge of reviving a struggling morning show program with warring co-hosts.,Roger Michell,Rachel McAdams,Harrison Ford,Diane Keaton
tt4586828,Seriously Red,romance,A realtor pursues a new career as a Dolly Parton impersonator.,Gracie Otto,Krew Boylan,Daniel Webber,Rose Byrne
tt0114319,Sabrina,romance,"An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it.",Sydney Pollack,Harrison Ford,Julia Ormond,Greg Kinnear
tt0106387,Benny & Joon,romance,A mentally ill young woman finds her love in an eccentric man who models himself after Buster Keaton.,Jeremiah S. Chechik,Johnny Depp,Mary Stuart Masterson,Aidan Quinn
tt0424993,Employee of the Month,romance,"\"A slacker competes with a repeat winner for the \"\"Employee of the Month\"\" title at work","in order to gain the affections of a new female employee.\"",/name/nm0177637/,"",""
tt0337692,On the Road,romance,"Young writer Sal Paradise has his life shaken by the arrival of free-spirited Dean Moriarty and his girl, Marylou. As they travel across the country, they encounter a mix of people who each impact their journey indelibly.",Walter Salles,Sam Riley,Garrett Hedlund,Kristen Stewart
tt0091738,Peggy Sue Got Married,romance,"Peggy Sue faints at a high school reunion. When she wakes up, she finds herself in her own past, just before she finished school.",Francis Ford Coppola,Kathleen Turner,Nicolas Cage,Barry Miller
tt0110308,The Last Seduction,romance,A devious sexpot steals her husband's drug money and hides out in a small town where she meets the perfect dupe for her next scheme.,John Dahl,Linda Fiorentino,Peter Berg,Bill Pullman
tt0358135,Shall We Dance,romance,"A romantic comedy where a bored, overworked Estate Lawyer, upon first sight of a beautiful instructor, signs up for ballroom dancing lessons.",Peter Chelsom,Richard Gere,Jennifer Lopez,Susan Sarandon
tt9606374,On the Rocks,romance,A young mother reconnects with her larger-than-life playboy father on an adventure through New York.,Sofia Coppola,Bill Murray,Rashida Jones,Marlon Wayans
tt0424880,Candy,romance,"A poet falls in love with an art student who gravitates to his bohemian lifestyle -- and his love of heroin. Hooked as much on one another as they are on the drug, their relationship alternates between states of oblivion, self-destruction, and despair.",Neil Armfield,Heath Ledger,Abbie Cornish,Geoffrey Rush
tt12783454,The Kissing Booth 3,romance,"It's the summer before Elle Evans is set to head off to college, and she has a big decision to make.",Vince Marcello,Joey King,Joel Courtney,Jacob Elordi
tt1023481,Step Up 2: The Streets,romance,Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.,Jon M. Chu,Robert Hoffman,Briana Evigan,Cassie Ventura
tt6986990,The Hanging Sun,romance,"On the run from his former employer, a reluctant hitman seeks refuge in an isolated village where he is faced with events that test the true nature of his conscience.",Francesco Carrozzini,Jessica Brown Findlay,Charles Dance,Peter Mullan
tt0087957,Purple Rain,romance,"A young musician, tormented by an abusive situation at home, must contend with a rival singer, a burgeoning romance, and his own dissatisfied band, as his star begins to rise.",Albert Magnoli,Prince,Apollonia Kotero,Morris Day
tt0306841,The Lizzie McGuire Movie,romance,"Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy with her class. And what was supposed to be only a normal trip, becomes a teenager's dream come true.",Jim Fall,Hilary Duff,Adam Lamberg,Clayton Snyder
tt1563742,Overboard,romance,"After a spoiled, wealthy yacht owner is thrown overboard and loses his memory, a mistreated employee convinces him that he is her working-class husband.",Rob Greenberg,Eugenio Derbez,Anna Faris,Eva Longoria
tt0062994,Funny Girl,romance,"The life of Fanny Brice, famed comedienne and entertainer of the early 1900s. We see her rise to fame as a Ziegfeld girl, subsequent career, and her personal life, particularly her relationship with Nick Arnstein.",William Wyler,Barbra Streisand,Omar Sharif,Kay Medford
tt0103859,Boomerang,romance,A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.,Reginald Hudlin,Eddie Murphy,Robin Givens,Halle Berry
tt5096470,Love Wedding Repeat,romance,"While trying to make his sister's wedding day go smoothly, Jack finds himself juggling an angry ex-girlfriend, an uninvited guest with a secret, a misplaced sleep sedative, and the girl who got away in alternate versions of the same day.",Dean Craig,Sam Claflin,Olivia Munn,Freida Pinto
tt0283084,Tuck Everlasting,romance,A young woman meets and falls in love with a young man who is part of a family of immortals.,Jay Russell,Alexis Bledel,Jonathan Jackson,Sissy Spacek
tt3172532,The Diary of a Teenage Girl,romance,A teen artist living in 1970s San Francisco enters into an affair with her mother's boyfriend.,Marielle Heller,Bel Powley,Alexander Skarsgård,Kristen Wiig
tt21255308,A Royal in Paradise,romance,"Olivia, struggling with writer's block after a break up, takes a tropical holiday in hope of some inspiration and meets Prince Alexander, who needs some distance from his duty to marry royalty.",Adrian Powers,Rhiannon Fish,Mitchell Bourke,Cara McCarthy
tt1216520,Womb,romance,"A woman's consuming love forces her to bear the clone of her dead beloved. From his infancy to manhood, she faces the unavoidable complexities of her controversial decision.",Benedek Fliegauf,Eva Green,Matt Smith,Lesley Manville
tt1093370,Jab We Met,romance,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.,Imtiaz Ali,Shahid Kapoor,Kareena Kapoor,Tarun Arora
tt0300532,Blue Crush,romance,"As a hard-core surfer girl prepares for a big competition, she finds herself falling for a football player.",John Stockwell,Kate Bosworth,Michelle Rodriguez,Matthew Davis
tt0111201,Sirens,romance,"When a painting is termed blasphemous, a young minister and his wife visit the artist... and the three sexually playful models living with him.",John Duigan,Hugh Grant,Tara Fitzgerald,Sam Neill
tt1616195,J. Edgar,romance,"J. Edgar Hoover, powerful head of the F.B.I. for nearly fifty years, looks back on his professional and personal life.",Clint Eastwood,Leonardo DiCaprio,Armie Hammer,Naomi Watts
tt0079522,Manhattan,romance,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,Woody Allen,Woody Allen,Diane Keaton,Mariel Hemingway
tt0349260,In My Country,romance,A journalist and a poetess meet during the hearings of South African Truth and Reconciliation Commission.,John Boorman,Juliette Binoche,Samuel L. Jackson,Brendan Gleeson
tt0970468,Miss Pettigrew Lives for a Day,romance,"Guinevere Pettigrew, a middle-aged London governess, finds herself unfairly dismissed from her job. An attempt to gain new employment catapults her into the glamorous world and dizzying social whirl of an American actress and singer, Delysia Lafosse.",Bharat Nalluri,Frances McDormand,Amy Adams,Ciarán Hinds
tt0036855,Gaslight,romance,"Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the home rises from a secret that may require driving his wife insane.",George Cukor,Charles Boyer,Ingrid Bergman,Joseph Cotten
tt1575539,Elena Undone,romance,"Fate brings two diversely different women together, and sets them on a collision course that will shatter their preconceived notions about love, life and the power of one's soul.",Nicole Conn,Necar Zadegan,Thunderbird Dinwiddie,Gary Weeks
tt1182350,You Will Meet a Tall Dark Stranger,romance,"Sally's parents' marriage breaks up when her father undergoes a mid-life crisis and impulsively weds a prostitute. Meanwhile, Sally's own marriage also begins to disintegrate.",Woody Allen,Anthony Hopkins,Naomi Watts,Josh Brolin
tt0071994,Phantom of the Paradise,romance,"A disfigured composer sells his soul for the woman he loves so that she will perform his music. However, an evil record tycoon betrays him and steals his music to open his rock palace, The Paradise.",Brian De Palma,Paul Williams,William Finley,Jessica Harper
tt0021079,Little Caesar,romance,A small-time criminal moves to a big city to seek bigger fortune.,Mervyn LeRoy,Edward G. Robinson,Douglas Fairbanks Jr.,Glenda Farrell
tt0084234,The Last American Virgin,romance,"Pizza delivery boy Gary, loudmouth David and hunky Rick are three high school students out to lose their virginity any way they can. Gary falls for transfer student Karen, who gets involved with Rick.",Boaz Davidson,Lawrence Monoson,Diane Franklin,Steve Antin
tt11951276,The Other Zoey,romance,"Zoey Miller, a super smart senior in high school and uninterested in romantic love, has her life turned upside down when Zack, the most popular boy in school, gets amnesia and mistakes Zoey for his girlfriend.",Sara Zandieh,Drew Starkey,Heather Graham,Andie MacDowell
tt0217630,Loser,romance,"A college student, branded a loser by his roommates and booted from the dorm, falls in love with a coed who has eyes for their condescending professor.",Amy Heckerling,Jason Biggs,Mena Suvari,Zak Orth
tt0053454,"The World, the Flesh and the Devil",romance,"A miner trapped in a cave-in resurfaces, and upon discovering mankind has been wiped out in a nuclear holocaust, sets out to find other survivors.",Ranald MacDougall,Harry Belafonte,Inger Stevens,Mel Ferrer
tt0113442,It Takes Two,romance,"Alyssa and Amanda are two little girls who are identical, but complete strangers, that accidentally meet one day.",Andy Tennant,Kirstie Alley,Steve Guttenberg,Mary-Kate Olsen
tt2326554,A Girl Walks Home Alone at Night,romance,"In the Iranian ghost-town Bad City, a place that reeks of death and loneliness, the townspeople are unaware they are being stalked by a lonesome vampire.",Ana Lily Amirpour,Sheila Vand,Arash Marandi,Marshall Manesh
tt2465146,And So It Goes,romance,A self-absorbed realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,Rob Reiner,Michael Douglas,Diane Keaton,Sterling Jerins
tt0113537,Kicking and Screaming,romance,"A bunch of guys hang around their college for months after graduation, continuing a life much like the one before graduation.",Noah Baumbach,Josh Hamilton,Eric Stoltz,Samuel Gould
tt4958742,Behind the Curtain of Night,romance,"After being declared dead for a second time, a man comes back to life with the ability to see his past lives.",Dalibor Stach,Brendan Fraser,Dawn Olivieri,Marcia Cross
tt1164999,Biutiful,romance,A man dying of cancer tries his best to leave the world on his own terms.,Alejandro G. Iñárritu,Javier Bardem,Maricel Álvarez,Hanaa Bouchaib
tt0071502,Arabian Nights,romance,"In ancient Arabia, a beautiful slave girl chooses a youth to be her new master, then she is kidnapped and they must search for each other. Stories are told within stories: love, travel and the whims of destiny.",Pier Paolo Pasolini,Ninetto Davoli,Franco Citti,Franco Merli
tt10262648,Compartment Number 6,romance,"As a train weaves its way up to the arctic circle, two strangers share a journey that will change their perspective on life.",Juho Kuosmanen,Seidi Haarla,Yuriy Borisov,Dinara Drukarova
tt0110167,It Could Happen to You,romance,A police officer promises to share his lottery ticket with a waitress in lieu of a tip.,Andrew Bergman,Nicolas Cage,Bridget Fonda,Rosie Perez
tt0110216,Junior,romance,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",Ivan Reitman,Arnold Schwarzenegger,Danny DeVito,Emma Thompson
tt1018785,The Sisterhood of the Traveling Pants 2,romance,Four college freshmen and best friends find that it may take more than a shared pair of jeans to help them stay in touch as their lives go in different directions.,Sanaa Hamri,America Ferrera,Alexis Bledel,Amber Tamblyn
tt1583420,Larry Crowne,romance,"After losing his job, a middle-aged man reinvents himself by going back to college.",Tom Hanks,Tom Hanks,Julia Roberts,Sarah Mahoney
tt1837709,Winter's Tale,romance,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",Akiva Goldsman,Colin Farrell,Jessica Brown Findlay,Russell Crowe
tt2091935,Mr. Right,romance,"\"A girl falls for the \"\"perfect\"\" guy","who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.\"",/name/nm2161247/,"",""
tt0408985,Last Holiday,romance,"Upon learning of a terminal illness, a shy woman decides to sell all her possessions and live it up at a posh Central European hotel.",Wayne Wang,Queen Latifah,LL Cool J,Timothy Hutton
tt0055184,The Misfits,romance,A divorcée falls for an over-the-hill cowboy who is struggling to maintain his romantically independent lifestyle.,John Huston,Clark Gable,Marilyn Monroe,Montgomery Clift
tt1823059,A Perfect Ending,romance,"Rebecca has a very unusual secret, one that not even her best friends know about. The last person on earth she expects to reveal it to is a high priced escort named Paris.",Nicole Conn,Barbara Niven,Bryan Mordechai Jackson,Jessica Clark
tt0113010,Fair Game,romance,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her.",Andrew Sipes,William Baldwin,Cindy Crawford,Steven Berkoff
tt5155780,The Discovery,romance,"Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past.",Charlie McDowell,Robert Redford,Mary Steenburgen,Brian McCarthy
tt9779516,I Still Believe,romance,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,"Andrew Erwin, 
Jon Erwin",K.J. Apa,Britt Robertson,Nathan Parsons
tt0060934,The Sand Pebbles,romance,"In 1926, a U.S. Naval engineer gets assigned to a gunboat on a rescue mission in war-torn China.",Robert Wise,Steve McQueen,Richard Attenborough,Richard Crenna
tt3395184,Spring,romance,"A young man in a personal tailspin flees from US to Italy, where he sparks up a romance with a woman harboring a dark, primordial secret.","Justin Benson, 
Aaron Moorhead",Lou Taylor Pucci,Nadia Hilker,Francesco Carnelutti
tt6791096,I Feel Pretty,romance,"A woman struggling with insecurity wakes from a fall believing she is the most beautiful and capable woman on the planet. Her new confidence empowers her to live fearlessly, but what happens when she realizes her appearance never changed?","Abby Kohn, 
Marc Silverstein",Amy Schumer,Michelle Williams,Emily Ratajkowski
tt0804497,It's Kind of a Funny Story,romance,A clinically-depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,"Anna Boden, 
Ryan Fleck",Keir Gilchrist,Zach Galifianakis,Emma Roberts
tt0112883,Don Juan DeMarco,romance,"A psychiatrist must cure a young patient who presents himself as Don Juan, the world's greatest lover.",Jeremy Leven,Johnny Depp,Marlon Brando,Faye Dunaway
tt0092272,Youngblood,romance,"A 17 year old farm boy is offered an ice hockey tryout. His brother drives him to Canada. He has fast legs, slow fists, but is chosen. Will he learn to use his fists and play ice hockey the Canuck way? Will he get the coach's cute daughter?",Peter Markle,Rob Lowe,Cynthia Gibb,Patrick Swayze
tt2591814,The Garden of Words,romance,A 15-year-old boy and 27-year-old woman find an unlikely friendship one rainy day in the Shinjuku Gyoen National Garden.,Makoto Shinkai,Miyu Irino,Kana Hanazawa,Fumi Hirano
tt14014068,Book of Love,romance,A British writer realizes that his novel is a success in Mexico because a peculiar translation of it.,Analeine Cal y Mayor,Sam Claflin,Remmie Milner,Antonia Clarke
tt0117247,One Fine Day,romance,"The lives of two strangers and their young children unexpectedly intersect on one hectic, stressful day in New York City.",Michael Hoffman,Michelle Pfeiffer,George Clooney,Mae Whitman
tt1977002,Autoerotic,romance,Follow four interconnected Chicago couples as they explore the boundaries of self-pleasure and sexual exploration.,"Joe Swanberg, 
Adam Wingard",Amy Seimetz,Lane Hughes,Megan Mercier
tt6367558,Double Lover,romance,"Chloé, a fragile young woman, falls in love with her psychoanalyst, Paul. A few months later she moves in with him, but soon discovers that her lover is concealing a part of his identity.",François Ozon,Marine Vacth,Jérémie Renier,Jacqueline Bisset
tt0210616,Center Stage,romance,A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.,Nicholas Hytner,Amanda Schull,Ethan Stiefel,Sascha Radetsky
tt0050986,Wild Strawberries,romance,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",Ingmar Bergman,Victor Sjöström,Bibi Andersson,Ingrid Thulin
tt3735246,Bajirao Mastani,romance,"An account of the romance between the Maratha general, Baji Rao I and Mastani, princess of Bundelkhand.",Sanjay Leela Bhansali,Ranveer Singh,Deepika Padukone,Priyanka Chopra Jonas
tt1786751,CBGB,romance,"A look at the New York City punk-rock scene and the venerable nightclub, CBGB.",Randall Miller,Alan Rickman,Malin Akerman,Justin Bartha
tt3922818,The Space Between Us,romance,"The first human born on Mars travels to Earth for the first time, experiencing the wonders of the planet through fresh eyes. He embarks on an adventure with a street-smart girl to discover how he came to be.",Peter Chelsom,Gary Oldman,Asa Butterfield,Carla Gugino
tt3755362,Rendez-Vous,romance,She had a dream and achieving it didn't seem that difficult. Or so she thought.,Antoinette Beumer,Loes Haverkort,Pierre Boulanger,Jennifer Hoffman
tt13276352,Toscana,romance,"When a Danish chef travels to Tuscany to sell his father's business, he meets a local woman who inspires him to rethink his approach to life and love.",Mehdi Avaz,Cristiana Dell'Anna,Thue Ersted Rasmussen,Ghita Nørby
tt1414382,You Again,romance,"When a young woman realizes her brother is about to marry the girl who bullied her in high school, she sets out to expose the fiancée's true colors.",Andy Fickman,Kristen Bell,Odette Annable,Sigourney Weaver
tt0372237,Guess Who,romance,"A young woman, Theresa, brings her boyfriend, Simon, home to meet her parents and surprise them with the news of their engagement. Another surprise: Simon is white.",Kevin Rodney Sullivan,Ashton Kutcher,Bernie Mac,Zoe Saldana
tt6692776,The Swearing Jar,romance,"\"\"\"It is a rare and miraculous thing to find your one true soul mate.\"\" Carey soon learns that finding two of them can pose an even greater problem.\"",Lindsay MacKay,Adelaide Clemens,Kathleen Turner,Patrick J. Adams
tt0466342,Date Movie,romance,"Spoof of romantic comedies which focuses on a man, his crush, his parents, and her father.","Aaron Seltzer, 
Jason Friedberg",Alyson Hannigan,Adam Campbell,Fred Willard
tt1294688,Last Night,romance,"The story follows a married couple, apart for a night while the husband takes a business trip with a colleague to whom he's attracted. While he's resisting temptation, his wife encounters her past love.",Massy Tadjedin,Keira Knightley,Sam Worthington,Eva Mendes
tt0048445,Oklahoma!,romance,"In Oklahoma, several farmers, cowboys and a traveling salesman compete for the romantic favors of various local ladies.",Fred Zinnemann,Gordon MacRae,Gloria Grahame,Gene Nelson
tt0482527,It's a Boy Girl Thing,romance,"Sworn enemies find themselves in each other's bodies, and use this to ruin each other's lives.",Nick Hurran,Samaire Armstrong,Kevin Zegers,Sherry Miller
tt0058743,What a Way to Go!,romance,"A four-time widow discusses her four marriages, in which all of her husbands became incredibly rich and died prematurely because of their drive to be rich.",J. Lee Thompson,Shirley MacLaine,Paul Newman,Robert Mitchum
tt0391304,A Lot Like Love,romance,Unacquainted Emily and Oliver join the mile-high club together on the way from LAX to NYC--end of story. Except that they keep meeting constantly over the next seven years..,Nigel Cole,Ashton Kutcher,Amanda Peet,Taryn Manning
tt0900387,Suite Française,romance,"During the early years of Nazi occupation of France in World War II, romance blooms between Lucile Angellier (Michelle Williams), a French villager, and Lieutenant Bruno von Falk (Matthias Schoenaerts), a German soldier.",Saul Dibb,Michelle Williams,Kristin Scott Thomas,Margot Robbie
tt0216651,Vampire Hunter D: Bloodlust,romance,"When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back.","Jack Fletcher, 
Yoshiaki Kawajiri",Andrew Philpot,John Rafter Lee,Pamela Adlon
tt14584284,Alone Together,romance,Two strangers embroiled in bad relationships wind up in the same upstate New York Airbnb.,Katie Holmes,Katie Holmes,Jim Sturgess,Derek Luke
tt8253606,"Mektoub, My Love: Intermezzo",romance,"It's the end of summer vacation for Amin, the young photographer. He spends cozy evenings with Charlotte, the ex-girlfriend of Tony, his Casanova cousin. She talks to him about literature, ...                See full summary »",Abdellatif Kechiche,Shaïn Boumedine,Ophélie Bau,Salim Kechiouche
tt3715320,Irrational Man,romance,A tormented philosophy professor finds a will to live when he commits an existential act.,Woody Allen,Joaquin Phoenix,Emma Stone,Parker Posey
tt4226388,Victoria,romance,A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.,Sebastian Schipper,Laia Costa,Frederick Lau,Franz Rogowski
tt0250468,Killing Me Softly,romance,A woman faces deadly consequences for abandoning her loving relationship with her boyfriend to pursue exciting sexual scenarios with a mysterious celebrity mountaineer.,Kaige Chen,Heather Graham,Joseph Fiennes,Natascha McElhone
tt15214902,Love in Aruba,romance,A single father hires a woman to take care of his daughter while they're in Aruba.,Brian Brough,Sashleigha Hightower,David McConnell,Scarlett Hazen
tt6598238,Life in a Year,romance,The movie follows 17-year-old Daryn who finds out that his girlfriend is dying. He sets out to give her an entire life in the last year she has left.,Mitja Okorn,Jaden Smith,Cara Delevingne,Cuba Gooding Jr.
tt0108186,Son in Law,romance,"Having gotten a taste of college life, a drastically changed farm girl returns home for Thanksgiving break with her best friend, a flamboyant party animal who is clearly a fish out of water in a small farm town.",Steve Rash,Pauly Shore,Carla Gugino,Lane Smith
tt1486185,Red Riding Hood,romance,"Set in a medieval village that is haunted by a werewolf, a young girl falls for an orphaned woodcutter, much to her family's displeasure.",Catherine Hardwicke,Amanda Seyfried,Lukas Haas,Gary Oldman
tt0892318,Letters to Juliet,romance,"\"Sophie dreams of becoming a writer and travels to Verona, Italy where she meets the \"\"Secretaries of Juliet\"\".\"",Gary Winick,Amanda Seyfried,Gael García Bernal,Vanessa Redgrave
tt5935704,Padmaavat,romance,"Set in medieval Rajasthan, Queen Padmavati is married to a noble king and they live in a prosperous fortress with their subjects until an ambitious Sultan hears of Padmavati's beauty and forms an obsessive love for the Queen of Mewar.",Sanjay Leela Bhansali,Deepika Padukone,Ranveer Singh,Shahid Kapoor
tt0090888,Crossroads,romance,A wannabe blues-guitar virtuoso seeks a long-lost song by legendary musician Roberto Johnson.,Walter Hill,Ralph Macchio,Joe Seneca,Jami Gertz
tt3793788,The Escort,romance,"Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute.",Will Slocombe,Lyndsy Fonseca,Michael Doneger,Tommy Dewey
tt0049408,The King and I,romance,A widow accepts a job as a live-in governess to the King of Siam's children.,Walter Lang,Yul Brynner,Deborah Kerr,Rita Moreno
tt5716464,Breathe,romance,"The inspiring true love story of Robin (Andrew Garfield) and Diana Cavendish (Claire Foy), an adventurous couple who refuse to give up in the face of a devastating disease. Their heartwarming celebration of human possibility marks the directorial debut of Andy Serkis.",Andy Serkis,Andrew Garfield,Claire Foy,Hugh Bonneville
tt0080837,"Happy Birthday, Gemini",romance,"A poor Harvard student's romance with a girl hits a rough spot when he realizes, on his 21st birthday, that he's in love with her brother. Based on the 1970s off-Broadway smash.",Richard Benner,Madeline Kahn,Rita Moreno,Robert Viharo
